AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_1,Quat_2,Quat_3,Quat_4
174.0008,65267.5512,-0.58419,6.34942,3.89776,0.01283,0.03726,-0.28527,6.84,-4.26,-18.18,55.223671,-0.284226,32.100426,0.8518824608726825,0.44601876,0.12602989,0.24388523
174.0209,65267.5713,-0.58658,6.33266,4.72615,-0.08369,-0.11057,-0.09591,6.9,-4.44,-18.24,55.171776,0.08221,31.571774,0.8527996589745687,0.44543964,0.12658897,0.24143633
174.0447,65267.5913,-0.11253,6.90967,5.33907,-0.09835,-0.27611,0.06109,7.08,-4.92,-18.36,55.035912,-0.007232,31.421547,0.8537413939764973,0.44478083,0.12505436,0.24011883
174.0671,65267.6113,0.64883,7.37893,5.76524,-0.10507,-0.20708,0.07758,7.02,-4.8,-18.96,54.88673,-0.46518,31.56584,0.8545103509386947,0.44447261,0.12188622,0.23958278
174.0917,65267.6323,0.84994,7.67581,5.90171,-0.10324,-0.05559,-0.00305,6.96,-4.56,-19.2,54.717724,-0.829984,31.6912,0.8552833356307752,0.4438442,0.11929002,0.23929612
174.1038,65267.6523,0.35913,7.44597,5.27203,-0.0788,0.12156,-0.07086,7.44,-4.2,-19.32,54.583031,-0.832633,31.624325,0.855942753996069,0.4429155,0.11872278,0.23894092
174.1247,65267.6723,-0.15562,7.19218,4.36463,-0.07636,0.06842,-0.03482,7.08,-3.96,-19.32,54.498344,-0.590619,31.470362,0.8563365924085875,0.44193965,0.11975595,0.23882106
174.1435,65267.6923,-0.13647,7.2257,4.26886,-0.12217,-0.011,0.03848,7.02,-3.78,-19.08,54.417576,-0.523985,31.387312,0.8567495454970384,0.44128478,0.11976273,0.23854737
174.1637,65267.7123,0.23463,7.46033,4.70461,-0.1686,0.07941,0.0562,6.9,-4.26,-19.26,54.286488,-0.6125,31.431402,0.8572515819481525,0.44044417,0.11899237,0.23868279
174.1865,65267.7323,0.48123,7.69257,4.59447,-0.20953,0.28772,-0.03848,6.24,-4.2,-19.26,54.130299,-0.559184,31.475006,0.8577012653657432,0.43912062,0.11922676,0.23938797
174.2127,65267.7523,0.13168,7.80031,4.18506,-0.23335,0.30238,-0.05864,6.18,-4.38,-19.14,53.97517,-0.176258,31.313667,0.8582281060562599,0.43732879,0.12114867,0.23981461
174.225,65267.7733,-0.05507,8.00621,4.20182,-0.21441,0.15394,-0.0507,6.12,-4.38,-19.14,53.842018,0.203495,31.123577,0.8587288589750732,0.43573868,0.12299083,0.23997876
174.2471,65267.7933,-0.22984,7.91044,4.56095,-0.1631,0.02443,-0.02382,6.54,-4.02,-19.14,53.760529,0.400081,30.929552,0.859233633273712,0.43492496,0.12355857,0.23935564
174.265,65267.8143,-0.51715,7.89129,5.34625,-0.0452,-0.04704,0.02871,7.02,-4.08,-19.08,53.703331,0.428702,30.797276,0.8596964571012626,0.4345783,0.12315375,0.23853062
174.2939,65267.8343,-0.48363,8.03494,5.74369,0.01344,0.10018,0.10324,7.08,-4.02,-19.14,54.009956,0.510538,30.676317,0.8586884881751164,0.43684036,0.12393487,0.23762308
174.3066,65267.8543,0.05028,8.71729,5.54018,-0.06781,0.37751,0.16982,7.26,-3.6,-19.2,54.063339,0.527066,30.849136,0.858106725137646,0.43701872,0.1248267,0.23892631
174.3303,65267.8743,0.07422,9.22486,5.54737,-0.02871,0.39523,0.13256,6.96,-3.72,-19.38,54.055344,0.718444,31.108797,0.857382429394784,0.43627194,0.12723224,0.24160737
174.3469,65267.8943,-0.0814,9.05248,5.48751,0.15149,0.20464,0.13073,6.36,-3.96,-19.68,54.147728,0.922402,31.265076,0.8564685836390141,0.43635753,0.12954301,0.24345899
174.3664,65267.9143,0.04788,9.14106,5.30795,0.19487,0.00733,0.18754,6.3,-3.96,-19.5,54.43272,0.880409,31.39477,0.8551431764915897,0.43843296,0.13031335,0.2439777
174.3853,65267.9343,0.80206,9.57441,6.53856,0.09713,0.06109,0.14844,6.36,-4.2,-19.5,54.685158,0.529669,31.640907,0.854040993321768,0.4407874,0.12916768,0.24420516
174.4091,65267.9543,0.68474,9.52892,7.25683,0.04765,0.48381,0.00794,6.24,-4.02,-19.08,54.800247,0.484227,31.76013,0.8533926818365973,0.44160825,0.12952974,0.2447961
174.4316,65267.9743,0.27773,9.43076,6.20817,0.07575,0.7251,-0.0281,6.42,-4.08,-19.02,54.874969,1.097237,31.654081,0.8526254620973902,0.44097403,0.13384075,0.24628922
174.448,65267.9943,-0.06704,9.5816,5.21457,0.14661,0.49236,-0.06109,6.6,-4.08,-19.2,55.027065,1.875957,31.490343,0.8514570565345373,0.44062519,0.1393137,0.24791534
174.4716,65268.0163,-0.53391,9.34936,5.17866,0.14233,0.12767,0.01405,6.9,-4.26,-19.32,55.270687,2.399567,31.250101,0.8503755003159484,0.44160706,0.1427688,0.24791487
174.4917,65268.0373,-0.50039,9.23204,5.55934,0.04215,0.10873,0.09896,6.9,-4.38,-19.5,55.476833,2.473651,31.173435,0.8496347290551578,0.44308135,0.14343368,0.24743994
174.5207,65268.0583,-0.13408,9.54808,5.5761,-0.07208,-0.0507,0.12706,7.02,-4.2,-19.74,55.567387,2.362616,31.270645,0.849205168137011,0.4438751,0.14316753,0.24764599
174.5412,65268.0783,0.68953,9.64384,6.35182,-0.22541,-0.15455,-0.01283,7.02,-4.62,-19.92,55.499088,2.018139,31.40741,0.8496069790319049,0.4439404,0.1410065,0.24739052
174.558,65268.0983,-0.02155,8.74362,7.70694,-0.3598,0.16005,-0.18021,6.54,-4.44,-20.1,55.197056,1.97897,31.167902,0.8513596851851866,0.44206446,0.13918126,0.24575247
174.5768,65268.1183,-0.63207,7.28077,7.8434,-0.27122,0.3879,-0.18021,6.36,-4.68,-20.1,54.746662,2.494717,30.658749,0.8535862390482013,0.43821251,0.1401673,0.24436337
174.5908,65268.1393,-1.57778,6.50983,6.83784,-0.01222,0.35736,-0.00428,6.72,-4.68,-19.68,54.39164,3.231297,30.159073,0.85512833931382,0.43459564,0.14306837,0.24374904
174.6109,65268.1593,-1.71664,6.36379,5.84425,0.21197,0.06781,0.24129,6.54,-3.96,-19.56,54.309238,3.652344,29.994375,0.8552709400465154,0.43328649,0.14543064,0.24418101
174.6312,65268.1803,-1.17555,6.7732,5.68144,0.2419,-0.13134,0.41356,6.6,-4.2,-19.5,54.477467,3.318684,30.244915,0.8545002563147924,0.43494722,0.14421001,0.24465016
174.655,65268.2003,-0.19393,7.04135,5.26485,0.00489,0.12401,0.40989,6.78,-4.2,-19.5,54.632053,2.679821,30.793337,0.8535185660948553,0.43679157,0.14183466,0.24617496
174.6815,65268.2223,-0.06464,7.4747,5.17148,-0.22785,0.26817,0.26878,6.6,-4.2,-19.92,54.513016,2.314307,31.382673,0.8531598892968582,0.43596211,0.14111966,0.24927993
174.6976,65268.2423,-0.22984,7.2688,5.51863,-0.26328,-0.01955,0.14722,6.6,-5.1,-20.1,54.195545,2.206365,31.681404,0.8538708434187483,0.43345222,0.14080338,0.25139245
174.7164,65268.2633,-0.51954,6.82826,6.99107,-0.08796,-0.29932,0.13989,6.72,-5.04,-19.92,53.848381,1.918329,31.753733,0.8553995174409634,0.43139306,0.13821447,0.25117415
174.7383,65268.2833,-0.55306,6.46674,7.25683,0.10629,-0.17226,0.17898,6.84,-5.1,-19.74,53.628887,1.4308,31.826344,0.856659905043796,0.43072647,0.13438994,0.2500957
174.7573,65268.3033,-0.39744,6.62476,6.18183,0.09407,0.06536,0.27428,6.72,-4.86,-19.92,53.577015,1.0858,32.003281,0.8568727304898172,0.43088448,0.13236672,0.25017342
174.7771,65268.3233,0.19393,7.2688,4.9967,-0.00672,0.25779,0.26145,6.36,-4.44,-19.74,53.588078,0.838885,32.378613,0.8562930219400388,0.43107557,0.13195617,0.25203905
174.796,65268.3433,0.47166,7.58244,4.54659,-0.07697,0.2584,0.14111,6.06,-4.44,-20.16,53.545193,0.777105,32.680389,0.8558603516303801,0.43054274,0.13253681,0.25410628
174.8156,65268.3633,0.22027,7.513,4.53941,-0.07208,0.17715,0.00855,5.76,-4.38,-20.16,53.459927,0.873126,32.706459,0.8560138946309643,0.42966107,0.13316715,0.25475103
174.8389,65268.3833,-0.38786,6.95037,4.70939,0.00122,0.11362,0.00672,5.58,-4.68,-19.8,53.402847,1.056331,32.490448,0.8564960307661478,0.42907831,0.13360366,0.25388268
174.8658,65268.4033,-0.55067,7.00783,4.32632,0.0336,-0.05376,0.09346,5.58,-4.62,-19.98,53.44825,1.135351,32.301086,0.8566504882930951,0.42946476,0.13358209,0.25271681
174.8795,65268.4233,-0.08619,7.61596,4.53462,-0.0617,-0.1631,0.16249,5.58,-4.62,-19.38,53.518532,0.875225,32.286125,0.8567181824149739,0.43058115,0.13173117,0.25155661
174.901,65268.4433,0.61531,8.11634,5.14275,-0.12401,-0.12339,0.10324,5.58,-4.26,-19.5,53.489902,0.429353,32.40559,0.8570714663402612,0.43120831,0.12878476,0.25080347
174.9266,65268.4633,0.65841,8.33182,5.53539,-0.0733,-0.02016,-0.03176,5.4,-4.02,-19.32,53.413532,0.167447,32.374615,0.8577191507770582,0.43124288,0.1265433,0.24966824
174.944,65268.4833,0.30646,8.43477,5.23373,-0.00305,-0.07575,-0.12156,5.58,-3.9,-19.26,53.424374,0.180904,32.10611,0.8582461811929873,0.43159032,0.12565655,0.24769683
174.9539,65268.5043,-0.06464,8.39407,5.52821,-0.03115,-0.17349,-0.11912,5.58,-3.72,-19.14,53.479195,0.219397,31.688505,0.8588942283980792,0.43237436,0.12448775,0.24465469
174.9755,65268.5243,-0.14605,8.39168,6.00226,-0.00367,-0.15882,-0.08796,5.82,-3.96,-19.14,53.647911,0.136229,31.337461,0.8590896223969291,0.43419507,0.12289292,0.24153052
174.9955,65268.5443,-0.05986,8.63589,5.95917,0.07269,-0.22052,-0.07208,5.64,-3.9,-19.56,53.815407,0.045765,31.041912,0.8591689558369611,0.43595582,0.12144264,0.23879471
175.015,65268.5643,0.4549,9.07881,5.62877,-0.04093,-0.17593,-0.12706,5.1,-3.78,-19.32,54.083027,-0.173402,30.790785,0.8588986846948111,0.43867937,0.11939647,0.23579216
175.0354,65268.5843,0.39265,9.17937,5.92804,-0.19975,-0.09102,-0.19853,4.74,-4.2,-19.86,54.196033,-0.259376,30.431501,0.8592894418349412,0.44007352,0.11760705,0.23264895
175.0578,65268.6043,0.06704,9.2488,6.78996,-0.16982,-0.06781,-0.24068,4.56,-4.14,-20.04,54.074936,-0.121023,29.875702,0.860732104986127,0.43945345,0.11626682,0.22913519
175.0773,65268.6243,-0.53391,9.04529,6.8139,-0.06292,-0.06353,-0.22297,4.74,-4.32,-19.62,53.916771,0.207613,29.175653,0.8623934944434738,0.43832117,0.11574337,0.22528978
175.0965,65268.6443,-0.59855,9.09557,6.42125,0.05437,-0.16066,-0.11973,5.04,-4.2,-19.98,53.887535,0.442104,28.583355,0.8634246747001737,0.43824032,0.1151874,0.22175463
175.1167,65268.6643,-0.08619,9.59117,6.00945,0.07575,-0.27428,-0.13439,5.28,-3.9,-19.8,53.986996,0.398992,28.17415,0.8638713417629262,0.43948168,0.11348348,0.21841167
175.1358,65268.6843,0.60094,9.57202,5.27443,-0.15333,-0.30849,-0.31826,4.98,-3.6,-19.68,54.07946,0.335266,27.697084,0.8644787488159861,0.44076788,0.11134292,0.21448292
175.1561,65268.7043,0.55067,8.82024,6.20338,-0.39462,-0.42028,-0.52901,4.86,-3.42,-19.98,53.873817,0.506142,26.848423,0.8666751205926159,0.43971336,0.10899915,0.20891525
175.1785,65268.7252,0.0814,7.49864,8.32943,-0.29322,-0.49663,-0.61025,4.5,-3.9,-19.92,53.387703,0.843042,25.566376,0.8705207618255468,0.43662268,0.10580333,0.20089772
175.202,65268.7463,-0.29688,6.72531,8.3414,0.05376,-0.37751,-0.55161,4.38,-4.02,-20.04,53.042,1.220365,24.21744,0.8738162141703458,0.43456754,0.10297805,0.19233252
175.2173,65268.7663,-0.60813,6.57927,6.91445,0.18998,-0.33903,-0.42577,4.2,-4.26,-20.4,53.010559,1.585576,23.054029,0.8755259048975387,0.43476292,0.10130394,0.18485969
175.2371,65268.7863,-0.61292,6.45477,6.30154,0.1179,-0.19792,-0.28955,4.02,-4.2,-20.4,53.04002,1.860309,22.111946,0.8766659336032749,0.43537998,0.09987088,0.17868106
175.2594,65268.8073,-0.15802,6.78038,5.77242,0.02505,-0.04643,-0.21991,4.08,-3.66,-20.4,53.007507,2.080436,21.435419,0.8776423225334953,0.43537804,0.09893963,0.17435844
175.2799,65268.8273,-0.3735,6.85221,5.19781,-0.08674,-0.08858,-0.24679,3.72,-3.18,-20.82,52.920544,2.406464,20.808891,0.8786396218370468,0.43475896,0.09894136,0.17084399
175.3036,65268.8473,-0.96247,6.39012,5.57131,-0.16188,-0.3543,-0.12767,3.72,-2.94,-20.46,52.707294,2.615211,20.150433,0.8802509328942626,0.43337372,0.09777086,0.16669245
175.3231,65268.8673,-0.68235,6.38055,6.70137,-0.09896,-0.48686,0.03421,3.9,-2.7,-20.76,52.401691,2.350325,19.750988,0.8822181428025483,0.43172944,0.09383707,0.16277421
175.3453,65268.8873,0.01676,6.78756,6.94558,0.03176,-0.39156,0.11912,3.72,-2.52,-20.94,52.180466,1.766096,19.668777,0.8836427632868649,0.43090802,0.08874462,0.16005667
175.3603,65268.9073,0.3735,7.09163,6.28478,0.12095,-0.26878,0.09163,3.9,-2.82,-20.28,52.131565,1.183337,19.711061,0.8842097551390251,0.43130749,0.08434534,0.15821764
175.3774,65268.9273,0.57461,7.31429,4.97276,0.06109,-0.11179,-0.00367,3.96,-2.94,-20.16,52.232807,0.795211,19.738192,0.8840694881019256,0.43260378,0.08158558,0.15690412
175.3987,65268.9473,0.4118,7.2688,4.65912,-0.08735,0.02749,-0.0843,3.48,-3.18,-19.98,52.252361,0.72217,19.605427,0.8842280066175823,0.43294832,0.08054627,0.15559204
175.4183,65268.9673,0.09577,7.16106,4.76686,-0.07575,0.03787,-0.13256,3.36,-3.72,-19.5,52.145863,0.891771,19.307821,0.8849147614925632,0.43210536,0.08059396,0.15399817
175.4434,65268.9873,-0.21787,7.185,4.48195,0.02077,-0.06048,-0.1295,3.42,-3.42,-19.68,52.109352,1.094414,18.948206,0.8853907215202187,0.43180552,0.08075731,0.152005
175.4584,65269.0073,-0.53151,7.2281,4.04141,-0.03115,-0.19853,-0.10263,3.06,-2.88,-20.04,52.202465,1.171044,18.581728,0.8854653327914532,0.43268257,0.08008256,0.14941125
175.4784,65269.0273,-0.50039,7.66863,4.71418,-0.22785,-0.16249,-0.02077,3.06,-2.88,-19.92,52.204151,1.091221,18.250359,0.8859419329243986,0.43302765,0.07821597,0.14654763
175.5008,65269.0473,-0.16759,8.26478,6.35661,-0.29444,-0.04765,-0.02138,3.18,-2.28,-20.64,51.966331,0.962383,18.063438,0.8871687328510695,0.43147478,0.07622792,0.14474273
175.5217,65269.0673,0.11492,8.5904,7.16345,-0.18754,0.22052,-0.09713,2.82,-2.52,-20.94,51.67239,1.022605,17.862457,0.8884918334522436,0.42925176,0.07558911,0.14356697
175.5388,65269.0873,-0.41659,8.41562,6.89051,-0.03176,0.35003,-0.1405,2.7,-3.12,-21.0,51.502216,1.489557,17.481382,0.8892960050172246,0.42760155,0.07758822,0.14244156
175.5648,65269.1083,-1.2402,7.98227,6.27041,0.19914,0.27672,-0.04643,2.7,-3.12,-20.94,51.529079,2.099096,17.040039,0.8893201933458091,0.42736071,0.08070234,0.14127827
175.5831,65269.1283,-1.35272,8.08043,5.81312,0.30788,0.19181,0.11118,2.76,-3.36,-20.88,51.823196,2.48845,16.756741,0.8882772467596179,0.42937234,0.08298046,0.14041784
175.6039,65269.1483,-0.67756,8.57842,5.34625,0.27184,0.30849,0.21258,2.94,-3.36,-21.0,52.213696,2.612731,16.758116,0.8866969247411698,0.43225276,0.08436136,0.14074543
175.6242,65269.1683,-0.05028,9.30387,5.27682,0.20708,0.27489,0.13317,3.24,-3.24,-20.76,52.585022,2.72559,16.905996,0.8850055980410659,0.43488371,0.08618583,0.14217332
175.6396,65269.1883,-0.2083,8.9184,5.93762,0.19731,0.29871,-0.00061,3.54,-3.42,-20.7,52.875542,2.920331,16.886965,0.8837596861722352,0.43690658,0.0879226,0.14265719
175.6601,65269.2083,-0.83797,8.38449,6.29675,0.18021,0.36163,-0.01894,3.9,-3.54,-20.46,53.121777,3.356341,16.677221,0.8827250562395289,0.4384329,0.09073671,0.14261808
175.679,65269.2283,-1.22583,8.33182,6.38055,0.21197,0.44288,0.05925,4.08,-3.36,-19.92,53.349415,3.845208,16.494888,0.8816698577980733,0.43973115,0.09403002,0.14301445
175.6991,65269.2483,-0.9912,8.60237,5.69341,0.18448,0.41844,0.13011,3.9,-3.66,-20.16,53.614838,4.300862,16.482458,0.880262846562227,0.44122088,0.09774505,0.14459378
175.7219,65269.2683,-0.96007,8.98783,5.53779,0.07941,0.35125,0.13744,3.54,-3.48,-20.04,53.84301,4.623838,16.531685,0.879021071491751,0.44253021,0.10063428,0.14615646
175.7516,65269.2893,-1.04627,9.06684,5.50427,-0.06414,0.30482,0.11912,3.24,-3.18,-19.98,53.955215,4.893507,16.564348,0.8782957256040902,0.44302142,0.10293549,0.14742091
175.7666,65269.3103,-1.22823,8.57364,5.99987,-0.23274,0.10507,0.1857,3.12,-3.66,-20.22,53.868927,5.070985,16.57025,0.878469391219679,0.44212139,0.10423676,0.14817187
175.786,65269.3303,-0.69911,8.16902,7.8865,-0.23702,-0.11668,0.27428,3.6,-3.24,-19.74,53.601067,4.810208,16.765133,0.8795097303011314,0.44021535,0.10272982,0.14872681
175.8148,65269.3503,-0.21787,7.6375,9.26795,-0.00244,0.07269,0.29688,3.84,-3.6,-19.92,53.320023,4.259515,17.125425,0.8806301700511707,0.43844244,0.09960245,0.1494593
175.8321,65269.3703,-0.02394,7.4747,7.92241,0.2138,0.51007,0.29016,3.84,-4.08,-19.92,53.260258,4.01912,17.531191,0.8805391428069199,0.43794453,0.09924497,0.15167677
175.8523,65269.3903,-0.23224,7.59441,4.96318,0.19487,0.64202,0.25962,3.9,-3.84,-20.04,53.47514,4.269322,17.902809,0.8789797932545522,0.4389407,0.10281548,0.15541738
175.8741,65269.4103,-0.57461,7.56568,3.87142,-0.01772,0.34636,0.28466,3.72,-4.2,-20.16,53.659775,4.540092,18.223036,0.8775684065399558,0.43970105,0.10631651,0.15885049
175.8901,65269.4303,-0.59376,7.54892,4.9129,-0.146,0.05437,0.31704,3.96,-3.72,-19.86,53.618343,4.381422,18.598026,0.8773550700629349,0.43925515,0.10649439,0.16112709
175.9049,65269.4503,-0.36152,7.82425,5.58567,-0.13378,-0.04948,0.28466,4.32,-3.66,-19.5,53.482624,3.9175,19.045187,0.877682416931107,0.43845358,0.10450052,0.16282406
175.9316,65269.4703,-0.19154,7.85298,6.16507,-0.16554,-0.15699,0.20281,4.2,-3.84,-19.2,53.346592,3.40813,19.436323,0.8781150182390975,0.43777958,0.10193326,0.16392884
175.9439,65269.4903,-0.30646,7.39329,7.2281,-0.18326,-0.10263,0.10873,4.14,-3.54,-18.9,53.137093,2.940022,19.664387,0.8790136804122434,0.43663558,0.09895944,0.16398582
175.9633,65269.5103,-0.73263,6.75404,7.41245,-0.09285,0.11484,0.09835,4.14,-3.96,-19.38,52.867016,2.744566,19.723787,0.8801409310529158,0.4347823,0.09735014,0.16382687
175.9826,65269.5303,-0.68953,6.69179,6.1531,0.00489,0.21502,0.12095,3.84,-3.84,-19.56,52.701534,2.798132,19.778139,0.8806550374904787,0.4333826,0.09776106,0.1645266
175.9999,65269.5503,-1.17555,6.50505,5.22894,0.04093,0.27122,0.15699,3.9,-3.84,-19.38,52.646339,2.94867,19.794514,0.880714613032433,0.43272588,0.09891102,0.16524737
176.0197,65269.5703,-1.21386,6.47632,4.80277,0.04581,0.18448,0.27428,4.26,-3.78,-19.74,52.650707,3.079987,19.901339,0.8804289922981098,0.43247661,0.10032885,0.16656198
176.0451,65269.5902,-0.74699,6.88572,4.81474,0.05437,0.21014,0.31704,4.32,-3.6,-19.08,52.699844,2.960349,20.232449,0.8798606886498884,0.43274021,0.1007219,0.1686303
176.065,65269.6102,-0.7039,7.07487,4.6232,0.02505,0.18937,0.29993,4.74,-3.54,-18.84,52.778713,2.832576,20.618708,0.8790972428773733,0.4331972,0.10130242,0.17107321
176.0875,65269.6303,-0.56503,7.29274,4.65672,-0.00183,0.18692,0.31765,4.92,-3.6,-18.84,52.833794,2.690649,21.037106,0.8783815648925193,0.43346408,0.10186896,0.17371653
176.1103,65269.6513,-0.09098,7.64708,4.71897,0.05192,0.03238,0.26512,4.86,-3.96,-18.78,52.898415,2.440316,21.528099,0.8776050945041084,0.4339073,0.10189685,0.17649585
176.1254,65269.6712,-0.15323,7.44118,4.67109,0.05131,-0.06048,0.19548,4.92,-4.08,-18.78,53.025799,2.132615,21.864084,0.8768676081974087,0.43506441,0.10099274,0.17782751
176.1434,65269.6912,-0.44293,7.28556,4.80277,0.00244,-0.06353,0.2584,4.68,-4.38,-19.26,53.134888,1.806417,22.138807,0.8763056831025081,0.43616849,0.09969708,0.1786222
176.1622,65269.7113,-0.11971,7.90805,5.10444,-0.03299,-0.13683,0.31582,4.68,-4.2,-19.26,53.19109,1.334297,22.545147,0.8758602925555802,0.43698782,0.09771769,0.17989343
176.1835,65269.7312,0.2897,8.44914,5.50666,-0.04826,-0.13928,0.27978,4.62,-4.2,-19.68,53.213894,0.70984,23.041668,0.8755148443353901,0.43772933,0.09487518,0.18128842
176.2029,65269.7512,0.42617,8.60955,5.85622,-0.05803,-0.14355,0.17471,4.62,-4.14,-20.04,53.204685,0.153492,23.438793,0.8753743061358626,0.43821719,0.09212827,0.18220291
176.2222,65269.7713,0.15802,8.36773,5.81073,-0.01283,-0.1405,0.13806,4.74,-4.14,-19.86,53.18837,-0.250171,23.645376,0.8754286099741544,0.43857053,0.0898089,0.18224983
176.2449,65269.7912,0.14844,8.65743,5.38456,0.03665,-0.22663,0.14966,4.92,-4.44,-19.74,53.245266,-0.645549,23.837105,0.8752125559121772,0.43948504,0.0876155,0.18215215
176.2677,65269.8112,0.54348,9.24641,5.25288,-0.01649,-0.32437,0.11118,4.98,-4.5,-19.38,53.371689,-1.180354,24.079643,0.8747468556444076,0.44111583,0.08467237,0.18183881
176.2954,65269.8322,1.00556,9.88087,5.71017,-0.2303,-0.15027,-0.05559,4.68,-4.74,-19.44,53.428181,-1.705426,24.256008,0.874632741849058,0.44224951,0.08143912,0.18110938
176.3135,65269.8522,1.05105,9.96946,6.05254,-0.49114,0.15944,-0.22724,4.38,-4.8,-19.02,53.223679,-1.741762,24.094231,0.875691191412682,0.44086406,0.08019248,0.17992494
176.33,65269.8722,0.86431,9.76595,6.05015,-0.63835,0.16921,-0.44471,4.38,-5.04,-18.96,52.775482,-1.201835,23.604153,0.8777746437731594,0.43694562,0.08170128,0.17864798
176.3462,65269.8922,-0.06225,8.62391,6.76123,-0.61697,-0.17837,-0.52412,4.56,-5.04,-19.02,52.157307,-0.456381,22.721989,0.8809297293528043,0.43169197,0.0830899,0.17521679
176.3693,65269.9122,-0.56743,7.42442,8.31027,-0.45021,-0.58399,-0.37446,4.98,-5.04,-18.78,51.490589,-0.054034,21.78063,0.8845509260848021,0.42662868,0.08164842,0.16997401
176.3827,65269.9323,-0.2083,6.98149,9.72525,-0.09652,-0.6463,-0.16127,5.16,-5.04,-19.08,51.005993,-0.321398,21.225765,0.8873424152835255,0.42365772,0.07680847,0.16503949
176.4036,65269.9522,0.30885,6.98867,9.02375,0.22358,-0.35369,-0.06903,5.22,-4.62,-19.8,50.82386,-0.819023,21.049089,0.8885879834407752,0.42307234,0.07203309,0.16196427
176.4266,65269.9722,0.67756,7.33823,6.61278,0.2474,-0.09957,-0.07086,4.8,-4.5,-20.28,50.986916,-1.081587,21.016624,0.8881972624896934,0.42472428,0.07011689,0.16061921
176.4432,65269.9923,0.94092,7.43878,5.64074,0.05192,0.0281,-0.10996,4.32,-4.14,-20.4,51.151051,-1.109005,20.946482,0.887707243761089,0.42607522,0.06988518,0.15984936
176.4687,65270.0122,0.50039,7.28316,5.89213,0.0055,-0.00061,-0.17715,4.38,-4.26,-20.82,51.13369,-0.951767,20.73353,0.8879712364589627,0.42585257,0.07028656,0.15879695
176.4912,65270.0322,-0.01437,7.04374,5.54737,0.07575,-0.14233,-0.16738,4.56,-4.32,-20.28,51.138954,-0.753453,20.406311,0.8882807653029624,0.42582119,0.07061508,0.15699397
176.5084,65270.0523,-0.10056,6.91445,5.71735,0.02932,-0.38485,-0.1014,4.98,-4.32,-19.92,51.209183,-0.781867,20.130424,0.8884134359578056,0.42657229,0.06946773,0.15469933
176.5263,65270.0722,0.33998,7.03656,6.82587,-0.02627,-0.45021,-0.02566,5.28,-4.74,-20.04,51.188633,-1.154446,20.043064,0.8888272468269489,0.42696452,0.0662243,0.15264916
176.5465,65270.0922,0.68714,7.30471,7.44597,0.03176,-0.33903,-0.04154,5.22,-4.44,-19.26,51.093945,-1.646377,20.10545,0.8893703713926994,0.42684892,0.0625057,0.15137166
176.5644,65270.1123,0.67995,7.44597,7.24964,0.11729,-0.17593,-0.10079,4.92,-4.92,-19.5,51.072044,-1.955362,20.144869,0.8895645695589414,0.42706528,0.06022281,0.15054347
176.5865,65270.1322,0.69432,7.39808,6.4021,0.07819,0.11668,-0.14539,4.44,-5.22,-19.26,51.132988,-1.987692,20.088287,0.8894312773339631,0.42760906,0.05984853,0.14993548
176.6094,65270.1522,0.52912,7.51779,5.64313,0.0733,0.12217,-0.19487,4.2,-5.34,-18.9,51.181988,-1.659969,19.916533,0.8893011971126161,0.4276509,0.06182097,0.14978737
176.6349,65270.1732,0.31843,7.2281,5.29358,0.17349,0.00061,-0.21991,4.26,-5.52,-19.5,51.286106,-1.281498,19.615822,0.8891004027429349,0.42812878,0.06378049,0.14878935
176.6461,65270.1932,0.12689,6.96473,4.81235,0.19181,-0.09713,-0.19181,4.5,-5.16,-19.32,51.500965,-1.034148,19.287571,0.8885869279591384,0.42965746,0.06476402,0.14701483
176.6639,65270.2132,-0.02634,6.84742,4.85305,0.14294,-0.08369,-0.13622,4.62,-5.1,-19.32,51.718227,-0.903099,19.028225,0.888032085230013,0.43131918,0.06509656,0.14534517
176.6837,65270.2332,0.03352,6.9791,5.01346,0.07269,-0.00428,-0.05437,4.68,-4.98,-19.56,51.873356,-0.826354,18.890774,0.887580513058701,0.43250081,0.06537807,0.14446311
176.7138,65270.2532,0.35195,7.38851,5.19781,0.08613,0.02932,-0.00855,4.92,-4.8,-19.26,51.97015,-0.770577,18.892172,0.887182935878105,0.43317834,0.06594241,0.14461868
176.7306,65270.2732,0.62249,7.72369,5.40132,0.15272,0.02138,-0.03238,5.22,-4.98,-19.74,52.110588,-0.772548,18.987669,0.8865342346958648,0.43421131,0.06647336,0.14525454
176.7492,65270.2932,0.2466,7.81946,5.0781,0.15516,0.1405,-0.04887,5.7,-4.92,-19.86,52.327957,-0.706588,19.046267,0.88559970360424,0.43577239,0.06749254,0.14580928
176.7692,65270.3132,-0.15562,7.96311,4.89135,0.08002,0.15088,-0.00305,5.94,-5.34,-20.1,52.752686,-0.593893,19.191095,0.883732769873778,0.43881762,0.06947634,0.1470664
176.7881,65270.3333,-0.33998,8.03734,5.68144,0.1124,0.0617,0.09713,5.64,-5.94,-20.46,53.015961,-0.471904,19.361639,0.8824307083573389,0.44058263,0.07141992,0.14866804
176.8045,65270.3532,-0.01915,8.29591,6.37336,0.24129,0.09407,0.19853,5.4,-5.76,-20.16,53.238518,-0.587434,19.689035,0.8812209256672866,0.44223988,0.07209056,0.15058725
