AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,Accuracy
201.265,65294.807,-0.23942,8.1738,9.30866,3
201.2793,65294.8269,-0.54348,7.1036,11.3126,3
201.2981,65294.847,-1.2785,6.27999,9.18176,3
201.3192,65294.867,-1.78129,6.15789,5.34625,3
201.3387,65294.8869,-1.7358,6.14831,4.45561,3
201.3622,65294.9069,-1.29287,6.35421,5.54976,3
201.3785,65294.928,-0.88825,6.70376,5.68862,3
201.4007,65294.9489,-0.63925,6.76362,5.34865,3
201.4237,65294.969,-0.49799,6.68701,6.29196,3
201.4436,65294.99,-0.55545,6.61997,7.2281,3
201.4671,65295.0099,-0.56024,6.41167,7.32386,3
201.4859,65295.0299,-0.51475,6.50265,6.76601,3
201.505,65295.0509,-0.28491,6.77559,6.46674,3
201.5218,65295.071,-0.55067,6.45477,6.16028,3
201.5418,65295.091,-1.1157,6.32548,5.45639,3
201.5677,65295.1109,-1.14922,6.54335,4.77883,3
201.5951,65295.131,-0.52912,7.01262,4.91769,3
201.6115,65295.151,-0.00958,7.42442,5.89213,3
201.6358,65295.1709,0.33998,7.75243,6.84502,3
201.6528,65295.191,0.18675,7.95593,6.13873,3
201.6658,65295.2119,-0.3711,8.06607,4.82432,3
201.6873,65295.232,-0.74699,8.00621,4.79319,3
201.7037,65295.2519,-0.82839,8.26239,6.11719,3
201.7272,65295.2719,-0.82361,8.32943,7.27598,3
201.7488,65295.2929,-0.46208,8.94953,7.01262,3
201.7663,65295.3139,-0.26336,9.18416,6.1531,3
201.7873,65295.334,0.31125,9.3302,5.29837,3
201.8068,65295.355,0.86191,9.11951,5.14753,3
201.8317,65295.375,0.6201,8.00382,7.24725,3
201.8472,65295.3949,1.08697,7.26401,9.22246,3
201.8756,65295.4149,1.05824,7.2664,9.19373,3
201.8864,65295.435,0.61531,6.98867,8.10198,3
201.9135,65295.4548,0.06704,6.5673,7.08444,3
201.9379,65295.4759,-0.07422,6.75404,5.84903,3
201.9477,65295.4959,-0.09098,6.84263,5.63595,3
201.966,65295.516,0.16759,6.84023,5.75566,3
201.9884,65295.5359,0.61292,7.00065,6.10043,3
202.0063,65295.5559,0.83797,7.06289,6.24408,3
202.028,65295.576,0.36152,6.75644,5.66229,3
202.0481,65295.596,-0.08859,6.48589,4.76207,3
202.0681,65295.6159,-0.33519,6.40449,4.13718,3
202.0879,65295.6369,-0.59137,6.42843,3.9217,3
202.111,65295.657,-0.43814,6.82108,3.83551,3
202.1373,65295.677,0.05267,7.56328,3.90255,3
202.16,65295.6969,0.32561,8.06128,4.2138,3
202.1768,65295.7179,0.48123,8.01339,6.72771,3
202.1909,65295.7389,0.23463,7.83143,8.78672,3
202.2113,65295.7599,-0.0431,7.8434,8.26,3
202.2449,65295.7799,0.38068,8.41323,5.71735,3
202.2564,65295.8,0.51954,9.09557,5.08768,3
202.2764,65295.82,0.35195,8.81066,6.61757,3
202.291,65295.8399,0.18914,8.51378,8.24802,3
202.3147,65295.86,0.55067,8.69574,8.34379,3
202.3314,65295.88,0.59616,9.01656,6.91206,3
202.3556,65295.8999,0.826,9.38766,4.91051,3
202.3796,65295.92,0.40941,9.663,4.24492,3
202.3992,65295.94,-0.23224,8.86333,5.93523,3
202.4118,65295.9599,0.15323,8.28633,8.95671,3
202.4329,65295.98,-0.39265,7.2664,10.7763,3
202.4514,65296,-0.88825,6.55054,9.33739,3
202.4729,65296.0199,-1.00317,6.50265,6.10043,3
202.4954,65296.04,-1.13246,6.38294,3.93846,3
202.5272,65296.06,-0.95529,6.35661,4.84108,3
202.5335,65296.0799,-0.42138,6.47871,7.19218,3
202.5558,65296.0999,-0.09577,6.62715,7.17782,3
202.5719,65296.12,-0.43335,6.62476,6.5242,3
202.5955,65296.1399,-0.69432,6.49786,7.03895,3
202.6113,65296.1609,-0.54348,6.59363,7.37414,3
202.6318,65296.1809,-0.57221,6.51702,6.28957,3
202.6547,65296.201,-0.83558,6.44998,6.09803,3
202.6723,65296.221,-0.80685,6.14592,6.58884,3
202.6923,65296.2409,-0.63686,6.33985,5.99987,3
202.7166,65296.2619,-0.52194,6.95276,4.63517,3
202.7526,65296.282,-0.48602,7.19697,3.81875,3
202.7585,65296.302,-0.39744,7.44597,4.29759,3
202.7797,65296.3219,-0.33279,7.21373,5.80594,3
202.7978,65296.342,-0.48123,7.02219,7.48427,3
202.8173,65296.362,-0.11013,7.69018,6.7301,3
202.8354,65296.3819,0.19632,8.34619,5.59046,3
202.856,65296.4019,0.33279,8.58082,5.51385,3
202.8755,65296.4229,-0.14126,8.24802,6.36379,3
202.8945,65296.443,-0.25379,8.13071,7.02219,3
202.918,65296.4629,0.21069,8.62391,6.90248,3
202.9357,65296.4829,0.4142,9.16979,6.70137,3
202.9537,65296.5029,0.48123,9.086,5.9065,3
202.973,65296.523,0.28012,8.59997,5.55694,3
202.9958,65296.5429,0.39504,7.87932,7.46033,3
203.0191,65296.5629,1.09415,7.2688,10.5273,3
203.0387,65296.583,1.37667,7.29034,10.42914,3
203.056,65296.6039,1.30484,7.41484,7.22331,3
203.0772,65296.6239,0.99838,7.31668,5.50188,3
203.0954,65296.6449,1.13485,7.27119,5.39414,3
203.1208,65296.6649,1.58496,7.72848,5.85622,3
203.1399,65296.6849,1.31921,7.20415,5.91128,3
203.1726,65296.7049,0.73981,6.92882,6.17225,3
203.1825,65296.7249,0.35195,6.66546,7.27119,3
203.2014,65296.7449,0.41899,6.70376,7.16106,3
203.2162,65296.7649,-0.00718,6.47392,6.39012,3
203.2379,65296.7847,0.05507,6.45237,5.23612,3
203.2571,65296.8049,-0.03112,6.37097,4.70221,3
203.289,65296.8249,-0.03591,6.18183,4.13957,3
203.2971,65296.8449,0.07422,6.45956,4.03662,3
203.3169,65296.8649,0.32561,6.8977,5.33428,3
203.3378,65296.8849,0.60094,7.19218,6.25365,3
203.3636,65296.9049,0.48363,7.51779,6.03099,3
203.3798,65296.9259,0.48602,7.94636,5.92086,3
203.3974,65296.9459,0.64643,8.26,5.62398,3
203.417,65296.9659,0.94332,8.59997,5.62877,3
203.4412,65296.9859,1.13246,8.81306,6.0717,3
203.4607,65297.0069,1.14443,8.66222,6.84023,3
203.4797,65297.0269,1.25696,8.88009,7.98227,3
203.4996,65297.0479,0.84755,8.78433,7.65666,3
203.5234,65297.0679,0.50518,8.96629,6.359,3
203.5471,65297.0879,0.05267,9.04051,5.73172,3
203.5602,65297.1079,-0.1245,8.76757,5.73651,3
203.5791,65297.1279,0.00958,8.67898,7.50822,3
203.6,65297.1479,-0.08619,7.89129,10.01255,3
203.6208,65297.1699,-0.249,7.1036,9.71328,3
203.6404,65297.1899,-0.70629,6.82347,6.03099,3
203.6616,65297.2099,-0.96007,6.56969,4.53701,3
203.6831,65297.2299,-1.15879,6.25605,7.15627,3
203.7026,65297.2509,-0.72784,6.54335,8.4635,3
203.7267,65297.2709,-0.4142,7.07965,6.32069,3
203.7488,65297.2919,0.03112,7.12275,5.54258,3
203.7662,65297.3119,0.60573,7.15866,6.84023,3
203.7867,65297.333,0.60813,6.85939,7.01741,3
203.8056,65297.3529,0.3711,6.71334,5.83706,3
203.8248,65297.3729,-0.249,6.24168,5.53779,3
203.8492,65297.3929,-0.22027,6.41646,5.46117,3
203.868,65297.4129,-0.12689,6.67982,5.09007,3
203.8875,65297.4329,0.05267,6.80911,4.62081,3
203.9038,65297.4529,-0.06464,6.77799,4.81953,3
203.9243,65297.4729,-0.16999,6.79235,5.61201,3
203.9429,65297.4929,0.10056,6.84023,6.4404,3
203.9653,65297.5129,0.4549,7.41245,5.93523,3
203.9931,65297.5329,0.19632,7.61835,5.14035,3
204.0111,65297.5529,0.28012,7.8458,4.97994,3
204.027,65297.5729,0.09098,8.08522,5.39892,3
204.0489,65297.5929,-0.13168,8.05409,6.34463,3
204.0684,65297.6129,0.14365,8.23845,7.52258,3
204.0897,65297.6329,0.94571,9.18416,7.00065,3
204.103,65297.6529,1.49398,9.77313,6.53378,3
204.1267,65297.6729,1.91057,10.02692,5.89452,3
204.1452,65297.6929,1.50116,9.12191,5.54258,3
204.1756,65297.7139,0.44053,7.52498,6.5649,3
204.1867,65297.7339,0.33758,6.83066,8.30788,3
204.2068,65297.7539,1.25217,7.35499,8.49702,3
204.2248,65297.7739,1.70228,7.9296,6.79235,3
204.2449,65297.794,1.40061,7.77637,5.284,3
204.2644,65297.8138,0.80445,7.22091,6.32069,3
204.3053,65297.8339,0.31125,6.56969,6.88333,3
204.311,65297.8539,0.10774,6.67743,5.93762,3
204.3338,65297.8739,0.95529,7.2257,5.92086,3
204.3467,65297.8939,1.72143,7.58244,6.7732,3
204.3653,65297.9149,1.64242,7.52258,6.79953,3
204.385,65297.9349,1.07021,7.12514,6.21774,3
204.41,65297.9549,0.15562,6.46434,5.57131,3
204.4305,65297.9749,-0.15083,6.18901,4.80995,3
204.4516,65297.9949,0.32322,6.54096,4.23295,3
204.4705,65298.0149,0.95768,7.22331,4.44364,3
204.4898,65298.0349,1.02472,7.25443,5.284,3
204.5082,65298.0549,0.40941,7.00783,6.25365,3
204.5254,65298.0749,0.15802,6.96952,6.28239,3
204.5473,65298.0949,0.43574,7.48427,5.49709,3
204.5653,65298.1149,0.59137,8.06367,5.66468,3
204.5876,65298.1349,0.8691,8.55927,5.99748,3
204.6061,65298.1549,0.69192,8.80348,5.41568,3
204.6252,65298.1749,0.826,9.11233,5.85382,3
204.6465,65298.195,0.89304,8.90164,7.23049,3
204.6726,65298.2147,0.60334,8.93756,7.63032,3
204.6866,65298.2349,1.01275,9.46189,6.28717,3
204.7096,65298.2559,1.21386,9.98382,5.42766,3
204.7282,65298.2759,0.76854,9.98861,4.98952,3
204.751,65298.2959,1.21147,9.88566,5.41568,3
204.7685,65298.3159,0.50757,8.48026,8.59518,3
204.7872,65298.3359,-0.19632,7.15866,11.03727,3
204.8167,65298.3559,-0.56503,6.82587,9.13388,3
204.8342,65298.3769,-0.29449,6.9767,4.94403,3
204.8511,65298.3969,-0.05746,7.19697,3.93367,3
204.8786,65298.4169,0.07661,6.9767,6.34703,3
204.8937,65298.4369,-0.01437,6.47392,7.5154,3
204.9069,65298.4569,0.62489,6.9767,6.24408,3
204.9313,65298.4779,0.90022,7.17063,5.71017,3
204.9592,65298.4989,0.69911,6.78756,5.76524,3
204.9724,65298.5189,0.34237,6.29436,5.27921,3
204.9884,65298.5389,0.52672,6.50744,5.284,3
205.0106,65298.5588,0.17478,6.22492,6.40928,3
205.0284,65298.5789,0.36631,6.53856,5.96396,3
205.049,65298.5989,0.80924,7.34781,5.14993,3
205.0698,65298.6189,0.73741,7.36935,4.47716,3
205.0884,65298.6389,0.31603,7.18739,4.21858,3
205.1097,65298.6589,-0.49799,7.28077,4.64715,3
205.1312,65298.6789,-0.1652,7.31429,5.0805,3
205.1519,65298.6989,0.48602,7.86256,6.359,3
205.1688,65298.7189,0.826,8.52575,6.10282,3
205.1885,65298.7389,0.42377,9.06205,5.74369,3
205.2087,65298.7589,0.11253,8.92319,4.90333,3
205.2294,65298.7789,-0.39265,9.02135,6.43322,3
205.2496,65298.7988,-0.60573,8.80348,8.4635,3
205.2687,65298.8189,-0.22745,9.34696,7.89129,3
205.2903,65298.8389,0.44293,9.79947,5.92804,3
205.3088,65298.8589,1.41018,9.9934,4.82432,3
205.3297,65298.8789,1.29766,9.14824,5.11162,3
205.3508,65298.8989,0.80206,7.70694,6.79953,3
205.3703,65298.9189,0.63925,7.03177,9.05487,3
205.3901,65298.9399,0.36631,7.01501,8.63589,3
205.4107,65298.9598,1.27372,7.81946,6.17704,3
205.4304,65298.9799,1.40779,8.04212,4.72137,3
205.4571,65298.9999,1.1133,7.77397,5.11401,3
205.4708,65299.0199,0.58897,7.27837,5.89931,3
205.4924,65299.0399,0.89304,7.29034,6.55772,3
205.5109,65299.0599,1.29047,7.36935,6.40928,3
205.5329,65299.0799,1.24977,7.31668,5.17626,3
205.5555,65299.0999,0.91698,7.1419,4.1276,3
205.5758,65299.1209,0.52912,6.91445,4.17788,3
205.602,65299.1419,0.1221,6.53138,4.47716,3
205.6203,65299.1629,-0.11013,6.51223,5.28161,3
205.636,65299.1829,-0.19154,6.5649,5.33189,3
205.6531,65299.2029,-0.11013,6.98867,4.57532,3
205.6731,65299.2229,-0.08619,7.27598,3.9624,3
205.699,65299.2429,0.32322,7.65666,5.02543,3
205.7161,65299.2629,0.5387,7.88889,6.84742,3
205.7358,65299.2829,0.76136,8.27676,6.87136,3
205.7603,65299.3039,0.85712,8.90164,5.47075,3
205.7836,65299.3237,1.29047,9.4978,4.27365,3
205.7993,65299.3439,1.1995,9.6606,4.75249,3
205.8157,65299.3639,0.70868,9.21768,6.4021,3
205.838,65299.3839,0.09337,8.93516,7.65905,3
205.8585,65299.4038,-0.27533,8.98783,7.26161,3
205.8895,65299.4239,-0.51475,9.25119,5.56652,3
205.8966,65299.4439,-0.44293,9.56723,4.6256,3
205.9142,65299.4639,-0.11253,9.24162,6.61518,3
205.935,65299.484,0.33279,8.46111,10.24479,3
205.9567,65299.5039,0.18675,7.66863,11.25514,3
205.9763,65299.5239,-0.02394,7.21134,8.59758,3
206.0011,65299.544,-0.30885,7.0198,4.72855,3
206.0172,65299.5639,-0.43335,6.90009,4.24492,3
206.0405,65299.5839,-0.55306,6.53378,6.0693,3
206.0569,65299.6039,-0.02634,7.0605,6.80672,3
206.075,65299.6237,0.27533,7.02698,5.80833,3
206.099,65299.6439,0.45969,7.05092,5.09007,3
206.1149,65299.6639,0.42138,7.09881,5.62159,3
206.1383,65299.6839,0.24181,6.72052,6.25605,3
206.1659,65299.7039,0.17238,6.92403,6.47153,3
206.1806,65299.7239,-0.65122,6.20338,6.46913,3
206.2003,65299.7439,-0.91937,6.36618,5.83706,3
206.217,65299.7639,-0.45011,6.7325,5.06852,3
206.2375,65299.7839,0.15323,7.20655,4.88657,3
206.2595,65299.8049,0.31125,7.24725,5.30555,3
206.2883,65299.8248,0.11013,7.04614,5.59046,3
206.3055,65299.8449,-0.02634,7.28556,5.88016,3
206.3177,65299.8649,-0.38068,7.32147,5.37259,3
206.3364,65299.8849,-0.27294,7.67342,5.16908,3
206.359,65299.9049,0.40701,8.47069,6.35661,3
206.376,65299.9249,0.79966,8.69335,7.13472,3
206.3953,65299.945,0.52433,8.97347,6.4021,3
206.419,65299.9649,-0.2059,8.63589,6.00945,3
206.4422,65299.9859,-0.7446,8.52336,5.94241,3
206.458,65300.0059,-0.19632,9.38288,6.90967,3
206.4818,65300.0259,0.62728,9.31823,6.59363,3
206.499,65300.0459,1.22344,9.23204,5.64553,3
206.5178,65300.0659,0.72784,7.80749,8.72686,3
206.5386,65300.0859,0.09577,6.45716,10.59674,3
206.5586,65300.1069,-0.53151,6.5242,7.49146,3
206.5801,65300.1269,-0.28012,6.91924,4.93206,3
206.5995,65300.1469,0.28252,6.90727,6.34942,3
206.6177,65300.1669,0.66559,6.87375,7.33823,3
206.6387,65300.1869,0.14844,6.65828,5.42766,3
206.6625,65300.2069,0.26576,7.02938,4.25689,3
206.6841,65300.2269,0.64883,7.44118,4.7477,3
206.6984,65300.247,0.78769,7.38851,6.10043,3
206.7179,65300.2669,0.67277,7.39569,6.84981,3
206.7419,65300.2869,0.16759,7.08444,6.53138,3
206.7582,65300.307,0.22505,7.20894,5.70538,3
206.779,65300.3269,0.2897,7.19697,4.54659,3
206.8026,65300.3469,0.34237,7.53216,4.12282,3
206.8203,65300.3669,0.0814,7.49864,4.4604,3
206.8469,65300.3869,-0.11013,7.39569,5.71017,3
206.8663,65300.4069,-0.1245,7.43639,6.10761,3
206.8841,65300.4279,-0.09816,7.67342,6.47153,3
206.8989,65300.4479,-0.21548,7.79552,6.87615,3
206.9207,65300.4679,-0.38547,8.25521,6.15549,3
206.9382,65300.4879,-0.22984,8.88967,5.41568,3
206.9583,65300.5079,-0.05746,8.98783,6.37097,3
206.9777,65300.5279,0.0838,9.09078,7.28077,3
207.0007,65300.5479,-0.20111,8.7939,7.71172,3
207.0248,65300.5679,-0.23463,9.04529,7.16106,3
207.0393,65300.5879,-0.0838,9.21528,5.86101,3
207.0671,65300.6079,-0.11492,9.65342,4.48195,3
207.0803,65300.6279,-0.44053,9.32781,5.03979,3
207.1011,65300.6489,-0.81642,8.09958,8.32943,3
207.1293,65300.6689,-1.00796,7.13951,10.00776,3
207.141,65300.6888,-1.13964,6.99107,8.02536,3
207.1605,65300.7089,-0.68953,7.2281,4.53462,3
207.1806,65300.7289,-0.70868,7.20894,3.16513,3
207.2084,65300.7489,-0.87867,6.90967,5.09247,3
207.2227,65300.7689,-0.64165,6.8953,6.66546,3
207.2392,65300.7889,-0.25379,7.25922,5.72454,3
207.2598,65300.8089,-0.25379,7.38851,5.34146,3
207.2793,65300.8289,-0.60573,7.17303,5.73651,3
207.3053,65300.8499,-0.88107,6.75165,5.71496,3
207.3206,65300.8699,-0.59137,7.07965,5.533,3
207.3409,65300.8909,-1.13485,6.48829,6.49786,3
207.3609,65300.9109,-1.08697,6.47871,6.59603,3
207.3879,65300.9309,-0.80924,7.07726,5.4899,3
207.4143,65300.9519,-0.42617,7.54892,4.33829,3
207.424,65300.9719,-0.46448,7.62553,4.36463,3
207.4453,65300.9919,-0.52194,7.50822,5.12359,3
207.4695,65301.0119,-0.23942,7.68778,6.34942,3
207.4839,65301.0319,-0.40941,8.00142,7.30471,3
207.5045,65301.0519,-0.60813,8.06128,6.8115,3
207.5248,65301.0719,-0.82361,8.22408,5.49709,3
207.5437,65301.0919,-1.02951,8.21929,5.80833,3
207.5628,65301.1119,-0.84515,8.28873,6.67264,3
207.5857,65301.1319,-0.18196,8.85615,6.17225,3
207.6077,65301.1529,0.24421,9.55765,4.98712,3
207.6264,65301.1729,0.64643,9.59596,4.44124,3
207.6475,65301.1929,0.90501,9.33739,4.68306,3
207.6647,65301.2129,0.99359,8.87052,6.31351,3
207.686,65301.2329,0.67516,7.84819,8.96868,3
207.7157,65301.2529,0.3735,7.42681,9.56484,3
207.7297,65301.2729,0.26097,7.4316,8.08043,3
207.7491,65301.2929,0.83079,7.72609,5.57131,3
207.7657,65301.3129,1.48919,7.9272,4.43167,3
207.7842,65301.333,0.95768,7.52737,6.01423,3
207.8039,65301.3529,0.55067,6.86178,6.63433,3
207.8235,65301.3729,-0.07901,6.5649,5.13077,3
207.8435,65301.3929,0.25618,6.73968,4.81713,3
207.8691,65301.4129,0.7015,7.0605,5.63595,3
207.8848,65301.4329,0.50039,7.08684,5.45639,3
207.9075,65301.4529,0.35913,7.14909,5.02064,3
207.9227,65301.4728,0.22505,6.97431,4.74531,3
207.9431,65301.4929,-0.19393,6.72771,5.23612,3
207.9627,65301.5129,-0.0431,7.03895,5.45399,3
207.9902,65301.5329,0.70629,7.73327,5.56652,3
208.0082,65301.5529,1.10612,8.28873,5.81312,3
208.0285,65301.5729,0.83079,8.29591,6.02142,3
208.0495,65301.5939,0.10295,7.9703,6.06691,3
208.07,65301.6139,-0.26097,8.05649,5.71496,3
208.0906,65301.6359,-0.15802,8.39407,5.18824,3
208.1087,65301.6569,0.18675,8.81306,5.40371,3
208.1287,65301.6769,0.30167,8.64067,7.03416,3
208.1494,65301.6979,0.13408,8.51618,7.28795,3
208.1694,65301.7179,-0.09816,8.72208,5.88016,3
208.1911,65301.7379,0.02155,9.31105,4.27365,3
208.209,65301.7579,0.30167,10.02452,4.05099,3
208.2282,65301.7779,0.81882,9.98382,4.31196,3
208.2511,65301.7979,0.81642,9.64863,6.3159,3
208.2721,65301.8179,-0.16999,7.93917,10.00297,3
208.2902,65301.8379,-0.54827,7.3095,10.36929,3
208.3103,65301.8579,-0.61052,7.28556,7.53934,3
208.3342,65301.8779,-0.32801,7.28556,4.36942,3
208.3536,65301.8979,-0.39025,7.24964,4.60884,3
208.3715,65301.919,-0.59616,6.95755,5.90171,3
208.3983,65301.9389,-0.82121,6.74686,6.25605,3
208.4219,65301.9589,-0.54588,6.69419,5.75327,3
208.4386,65301.9789,-0.40462,6.78038,5.53061,3
208.4499,65301.9989,-0.10056,6.96234,5.99029,3
208.4703,65302.0189,0.24181,7.08444,6.43083,3
208.492,65302.0389,0.42138,7.16345,6.59603,3
208.5157,65302.0589,0.2466,7.20176,7.19936,3
208.5315,65302.0789,-0.25379,6.7301,7.12514,3
208.5525,65302.0989,-0.48602,7.17542,5.94959,3
208.5692,65302.1189,-0.48123,7.22091,4.53462,3
208.5907,65302.1389,-0.39025,7.4747,4.11324,3
208.6102,65302.1589,-0.08859,7.57765,4.81235,3
208.6342,65302.1787,-0.01437,7.69257,6.00466,3
208.6497,65302.1989,0.09577,7.94636,6.2752,3
208.6741,65302.2189,0.14365,8.22887,6.16746,3
208.6908,65302.2389,0,8.14747,5.93762,3
208.7089,65302.2589,-0.1221,8.38689,5.69341,3
208.729,65302.2789,0.15562,8.65743,5.95199,3
208.7494,65302.2989,0.42856,9.17458,6.42843,3
208.7764,65302.3189,0.22266,9.2488,6.49307,3
208.798,65302.3389,0.2873,9.15782,5.97353,3
208.8181,65302.359,0.33279,8.85855,6.01663,3
208.8353,65302.3789,0.77572,8.29112,7.71172,3
208.8528,65302.3989,1.02232,7.70694,8.84897,3
208.8729,65302.419,0.78769,7.59201,8.1355,3
208.8905,65302.4389,0.87388,7.762,6.47392,3
208.9437,65302.4589,0.73263,7.46751,5.63834,3
208.9459,65302.4789,0.93613,7.38611,5.79157,3
208.9508,65302.4989,0.71108,7.32865,5.71496,3
208.9745,65302.5188,0.38786,7.07965,5.49948,3
208.9901,65302.5389,0.41659,7.13233,5.782,3
209.0094,65302.5588,0.92895,7.54174,6.09085,3
209.0299,65302.5789,1.23301,7.73806,5.96635,3
209.0525,65302.5989,0.89783,7.46512,5.34625,3
209.0699,65302.6189,0.52433,7.03416,5.13317,3
209.0896,65302.6389,0.35913,6.68222,5.04458,3
209.1109,65302.6589,0.19154,6.69658,4.81953,3
209.1297,65302.6789,0.35913,6.85939,4.38618,3
209.1514,65302.6989,0.67038,7.32865,4.16591,3
209.1697,65302.7189,0.86431,7.91044,4.28323,3
209.1919,65302.7389,0.43574,7.95114,4.71658,3
209.211,65302.7589,0.10774,8.02536,5.03979,3
209.2398,65302.7789,-0.00958,8.10437,5.06134,3
209.2518,65302.7989,0.09577,8.48984,5.13077,3
209.2735,65302.8189,0.67516,9.14585,6.07888,3
209.29,65302.8389,0.9505,9.08121,7.15387,3
209.3125,65302.8589,0.6201,8.92319,7.15148,3
209.33,65302.8789,0.46208,8.97586,5.93283,3
209.349,65302.8989,0.5387,9.20571,5.20499,3
209.369,65302.9189,0.27054,9.36372,5.82749,3
209.3897,65302.9389,-0.05986,9.27753,5.18105,3
209.4102,65302.9599,0.46208,9.39006,5.13556,3
209.4308,65302.9799,0.87628,8.95431,6.81629,3
209.4537,65302.9999,0.21548,8.21451,8.80348,3
209.4742,65303.0199,-0.71587,7.28316,9.23204,3
209.493,65303.0409,-0.96247,6.99107,6.29436,3
209.5161,65303.0609,-0.71826,7.19697,3.67749,3
209.5341,65303.0809,-0.33758,7.434,4.70221,3
209.5576,65303.1009,-0.36392,7.23049,6.88812,3
209.5791,65303.1209,-0.34716,7.13712,7.32147,3
209.5918,65303.1409,-0.29688,6.82826,6.34703,3
209.6152,65303.1609,0,7.16106,5.46836,3
209.6357,65303.1819,-0.15802,7.2281,4.81953,3
209.6533,65303.2019,-0.3711,7.09163,5.09247,3
209.6754,65303.2219,-0.44293,6.9384,5.92565,3
209.6974,65303.2419,-0.22505,7.31429,6.19859,3
209.7201,65303.2619,0.14365,7.72848,5.74608,3
209.7344,65303.2819,0.03352,7.78834,5.79397,3
209.7549,65303.3019,-0.08619,7.69018,5.54258,3
209.7734,65303.3219,-0.48123,7.78594,4.9129,3
209.7987,65303.3419,-0.24421,7.84819,4.94881,3
209.8176,65303.3619,0.05986,8.28394,5.62159,3
209.8366,65303.3819,0.03591,8.45153,5.22175,3
209.8716,65303.4019,0.04549,8.69335,4.53941,3
209.8864,65303.4218,-0.05507,8.69095,5.50427,3
209.8998,65303.4419,-0.17717,8.71968,6.18422,3
209.914,65303.4619,-0.43574,8.60955,6.41167,3
209.9342,65303.4819,-0.13886,8.91361,6.18662,3
209.9539,65303.5019,0.14605,9.36133,6.67264,3
209.9717,65303.5219,0.14126,9.49062,5.95917,3
209.9939,65303.5419,-0.07661,9.31823,5.50666,3
210.0135,65303.5619,0.01437,9.07881,4.64715,3
210.0351,65303.5819,0.07422,8.40604,5.23612,3
210.0553,65303.6029,0.33519,7.45794,8.66222,3
210.0794,65303.6229,0.1652,6.92164,9.15303,3
210.0985,65303.6429,0.73263,7.35978,6.3997,3
210.1167,65303.6629,0.54827,7.31189,5.66947,3
210.134,65303.6829,0.47405,7.07726,5.55694,3
210.1574,65303.7029,0.34716,7.51061,4.99909,3
210.1762,65303.7228,0.74699,7.82665,4.56574,3
210.1942,65303.7428,0.75417,7.69496,4.83868,3
210.2167,65303.7629,0.57461,7.30471,5.20499,3
210.2353,65303.7829,0.44293,7.52976,6.02621,3
210.2639,65303.8029,0.59616,7.67102,6.17943,3
210.2813,65303.8239,0.28012,7.45315,6.10521,3
210.2956,65303.8439,-0.31603,7.09163,5.4899,3
210.316,65303.8649,-0.29688,7.12993,3.91452,3
210.3402,65303.8849,0.10774,7.56328,3.33752,3
210.3569,65303.9049,0.16999,7.30471,4.12282,3
210.3767,65303.9249,0.48123,7.55371,3.82115,3
210.3996,65303.9449,0.31843,7.8458,4.9129,3
210.418,65303.9649,0.05267,7.77637,5.40132,3
210.4409,65303.9859,-0.23463,7.93199,5.58088,3
210.4599,65304.0069,-0.14844,8.21211,5.85143,3
210.4802,65304.0269,0.45011,9.19134,6.05254,3
210.5009,65304.0469,0.51954,9.2488,6.22014,3
210.5212,65304.0679,0.24181,8.88967,5.65271,3
210.542,65304.0879,0.05267,8.84179,5.92086,3
210.5604,65304.1079,0.50757,9.07642,6.22014,3
210.5804,65304.1279,0.46208,9.33499,5.75087,3
210.6113,65304.1479,-0.11253,9.20571,5.05416,3
210.6248,65304.1679,-0.43335,9.29908,4.4173,3
210.6389,65304.1879,-0.69671,9.26077,4.85065,3
210.6591,65304.2079,-0.89064,9.28232,5.6575,3
210.6788,65304.2279,-0.64165,8.97347,7.86974,3
210.6993,65304.2479,-0.65362,8.21929,8.45632,3
210.7276,65304.2679,-1.17795,7.46033,7.89368,3
210.742,65304.2879,-1.29526,7.21373,6.14592,3
210.7608,65304.3079,-1.30963,7.08684,5.12599,3
210.7804,65304.3289,-0.74939,7.34781,6.25365,3
210.8126,65304.3489,-0.63925,7.64947,6.37815,3
210.8218,65304.3688,-0.56024,7.45554,5.2864,3
210.8403,65304.3889,-0.11971,7.513,5.15232,3
210.8611,65304.4089,0.60334,7.92002,5.06613,3
210.8816,65304.4289,0.76375,8.00142,5.84903,3
210.8994,65304.4489,0.29688,7.57286,6.54814,3
210.9208,65304.4689,-0.31125,7.13233,5.76524,3
210.939,65304.4888,-0.14126,7.70933,4.42927,3
210.9584,65304.5089,-0.05507,8.14747,3.45244,3
210.9843,65304.5289,0.04788,8.05888,3.52666,3
211.0015,65304.5489,-0.46926,7.66623,4.69264,3
211.0293,65304.5689,-0.49081,7.91762,5.54018,3
211.0441,65304.5889,-0.07661,8.09001,5.30316,3
211.0631,65304.6089,0.21548,8.60476,6.0286,3
211.0843,65304.6289,0.0431,8.44674,5.44441,3
211.1013,65304.6489,-0.20111,8.77954,4.22816,3
211.1256,65304.6689,-0.84276,8.36295,4.54419,3
211.1395,65304.6889,-1.22583,7.8051,5.18105,3
211.1708,65304.7089,-0.03591,8.64786,5.57849,3
211.1808,65304.7289,-0.84276,7.5154,6.88812,3
211.1996,65304.7489,-0.29209,9.07163,5.12599,3
