AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z,Accuracy
202.0474,65295.5949,-0.05681,0.14844,-0.15027,3
202.0575,65295.6049,-0.04337,0.10079,-0.11118,3
202.0677,65295.6149,-0.01955,0.01038,-0.07269,3
202.0753,65295.6259,0.02199,-0.07086,-0.0281,3
202.0875,65295.6359,0.06231,-0.16677,0.03238,3
202.0979,65295.6459,0.07697,-0.2645,0.08125,3
202.1101,65295.6559,0.04826,-0.31215,0.12339,3
202.1195,65295.6659,-0.01466,-0.27122,0.14539,3
202.1357,65295.6759,-0.11423,-0.19548,0.15088,3
202.1396,65295.6859,-0.21991,-0.17776,0.10996,3
202.1592,65295.6959,-0.33598,-0.22052,0.0617,3
202.1636,65295.7069,-0.40989,-0.29749,0.03482,3
202.1749,65295.7169,-0.40623,-0.28527,0.01466,3
202.1797,65295.7268,-0.29932,-0.19487,0.00183,3
202.1904,65295.7379,-0.1014,-0.08858,0.00489,3
202.1988,65295.7489,0.12462,0.04826,0.02321,3
202.2108,65295.7589,0.29627,0.23763,0.06109,3
202.2187,65295.7689,0.35919,0.36285,0.08491,3
202.2443,65295.7789,0.32009,0.39034,0.09652,3
202.2548,65295.7888,0.24129,0.29749,0.0843,3
202.2559,65295.7989,0.16371,0.11851,0.05131,3
202.2603,65295.8089,0.14233,-0.06903,0.01344,3
202.2736,65295.8189,0.17654,-0.2248,-0.00183,3
202.2828,65295.8289,0.22602,-0.27122,0.00977,3
202.2906,65295.8389,0.29322,-0.22052,0.04093,3
202.2984,65295.8489,0.36224,-0.0733,0.06964,3
202.3143,65295.8589,0.41172,0.1576,0.07575,3
202.3202,65295.8689,0.39095,0.31887,0.04948,3
202.3308,65295.8789,0.29993,0.53573,0.01466,3
202.3382,65295.8889,0.20403,0.63163,-0.00244,3
202.3551,65295.8989,0.03848,0.58521,-0.04948,3
202.3589,65295.9089,-0.09713,0.47709,-0.10751,3
202.3787,65295.9189,-0.2584,0.24923,-0.1686,3
202.3882,65295.9289,-0.36041,-0.02749,-0.20036,3
202.3967,65295.9389,-0.44104,-0.3146,-0.17104,3
202.4012,65295.9489,-0.46976,-0.45204,-0.14661,3
202.411,65295.9589,-0.43249,-0.50457,-0.15272,3
202.4187,65295.9689,-0.32865,-0.45326,-0.16554,3
202.432,65295.9789,-0.17043,-0.22113,-0.146,3
202.4385,65295.9889,-0.03176,0.0733,-0.09285,3
202.4509,65295.9989,0.09529,0.36408,-0.03238,3
202.4587,65296.0089,0.17043,0.49663,0.01588,3
202.4717,65296.0189,0.20525,0.49969,0.06903,3
202.4796,65296.0289,0.17043,0.35797,0.11484,3
202.4946,65296.0389,0.06292,0.13683,0.18631,3
202.5002,65296.0489,-0.02566,-0.08552,0.24007,3
202.5238,65296.0589,-0.10629,-0.36346,0.30238,3
202.5316,65296.0689,-0.09835,-0.45509,0.32132,3
202.5329,65296.0789,-0.02016,-0.41478,0.31765,3
202.5413,65296.0887,0.05315,-0.31398,0.27917,3
202.5555,65296.0989,0.06231,-0.1686,0.22052,3
202.5586,65296.1089,-0.00977,-0.05192,0.17104,3
202.5715,65296.1189,-0.1686,0.04826,0.14233,3
202.5784,65296.1289,-0.3146,0.10629,0.14966,3
202.5944,65296.1389,-0.39401,0.15272,0.15882,3
202.6028,65296.1499,-0.35858,0.19975,0.15455,3
202.6109,65296.1599,-0.23274,0.2248,0.1405,3
202.6189,65296.1699,-0.13011,0.18265,0.11973,3
202.6314,65296.1799,-0.01588,0.09346,0.12767,3
202.639,65296.1899,0.0452,-0.011,0.1295,3
202.6543,65296.1999,0.09407,-0.05864,0.13928,3
202.6605,65296.2099,0.1179,-0.01833,0.16982,3
202.6718,65296.2199,0.13256,0.08369,0.19792,3
202.6795,65296.2299,0.1405,0.24129,0.23213,3
202.6918,65296.2399,0.14661,0.40317,0.25595,3
202.7011,65296.2509,0.16188,0.45326,0.25107,3
202.7159,65296.2609,0.16371,0.42455,0.23396,3
202.7254,65296.2709,0.12584,0.35186,0.21564,3
202.7497,65296.2809,0.05681,0.25656,0.20281,3
202.7567,65296.2909,0.00672,0.11545,0.17593,3
202.7582,65296.3009,-0.02627,-0.03726,0.13195,3
202.7681,65296.3108,-0.02077,-0.135,0.09102,3
202.7762,65296.3209,-0.0226,-0.16493,0.06231,3
202.7819,65296.3309,-0.00428,-0.11484,0.06658,3
202.7973,65296.3409,0.0507,0.07758,0.10996,3
202.803,65296.3509,0.10263,0.2193,0.14355,3
202.8169,65296.3609,0.15149,0.2981,0.14294,3
202.825,65296.3709,0.14722,0.30177,0.12217,3
202.8349,65296.3809,0.09774,0.27,0.09713,3
202.8436,65296.3909,0.05925,0.20831,0.06475,3
202.8549,65296.4009,0.03543,0.07575,0.01038,3
202.8683,65296.4119,0.04826,-0.03299,-0.03299,3
202.8751,65296.4219,0.06414,-0.1069,-0.03421,3
202.8864,65296.4318,0.05437,-0.11301,-0.00489,3
202.8937,65296.4419,0.02016,-0.03176,0.05437,3
202.901,65296.4519,-0.02688,0.07697,0.09713,3
202.9175,65296.4619,-0.08552,0.15455,0.1014,3
202.9253,65296.4719,-0.12034,0.18143,0.09468,3
202.9354,65296.4819,-0.15516,0.18998,0.06964,3
202.9407,65296.4919,-0.19303,0.16677,0.02749,3
202.9522,65296.5019,-0.25412,0.10934,-0.01649,3
202.9609,65296.5118,-0.33842,0.01527,-0.0507,3
202.9727,65296.5219,-0.44166,-0.19181,-0.05253,3
202.9809,65296.5319,-0.53573,-0.40623,-0.03115,3
202.9948,65296.5419,-0.61148,-0.58643,0.01466,3
203.012,65296.5519,-0.61331,-0.58704,0.07391,3
203.0182,65296.5618,-0.51068,-0.45265,0.11729,3
203.0248,65296.5719,-0.29444,-0.27733,0.12217,3
203.0351,65296.5819,0.00061,-0.11484,0.09224,3
203.0476,65296.5929,0.22907,0,0.06048,3
203.0555,65296.6029,0.31154,0.04215,0.0452,3
203.0621,65296.6129,0.27611,0.01222,0.02993,3
203.0769,65296.6229,0.19242,-0.04948,0.02138,3
203.0842,65296.6339,0.12095,-0.08735,0.03726,3
203.095,65296.6439,0.08247,-0.14844,0.04276,3
203.1032,65296.6539,0.06903,-0.22235,-0.00061,3
203.1196,65296.6639,0.0617,-0.26267,-0.10201,3
203.1244,65296.6739,0.04215,-0.23946,-0.17349,3
203.1387,65296.6839,-0.01344,-0.19487,-0.21869,3
203.1471,65296.6939,-0.07269,-0.19181,-0.25962,3
203.1716,65296.7039,-0.15272,-0.22602,-0.2755,3
203.1802,65296.7139,-0.18387,-0.23946,-0.25351,3
203.1817,65296.7238,-0.17287,-0.20097,-0.21747,3
203.1949,65296.7339,-0.12767,-0.12828,-0.19364,3
203.201,65296.7439,-0.0452,-0.06536,-0.18143,3
203.2081,65296.7539,0.03482,-0.01955,-0.18326,3
203.2156,65296.7639,0.09529,0.0452,-0.14844,3
203.229,65296.7739,0.13439,0.0788,-0.10996,3
203.2374,65296.7837,0.16616,0.0733,-0.08552,3
203.2443,65296.7939,0.19487,0.02749,-0.08369,3
203.2565,65296.8039,0.22969,-0.02932,-0.07025,3
203.2638,65296.8139,0.24312,-0.08308,-0.0562,3
203.2856,65296.8239,0.21564,-0.10873,-0.03176,3
203.2953,65296.8339,0.146,-0.11301,0.00428,3
203.2966,65296.8439,0.04337,-0.1295,0.04398,3
203.3083,65296.8539,-0.05681,-0.12767,0.07086,3
203.3156,65296.8639,-0.10201,-0.09285,0.09041,3
203.3292,65296.8739,-0.0898,-0.03482,0.08247,3
203.3374,65296.8839,-0.03115,0.03176,0.06781,3
203.3447,65296.8939,0.01466,0.06292,0.06414,3
203.3629,65296.9039,0.04459,0.07086,0.08063,3
203.3655,65296.9149,0.06475,0.06231,0.08674,3
203.3795,65296.9249,0.09713,0.04581,0.10201,3
203.3878,65296.9349,0.11057,0.03543,0.11423,3
203.3971,65296.9449,0.09529,0.03787,0.12095,3
203.4054,65296.9549,0.05437,0.05498,0.12523,3
203.4166,65296.9649,0.00061,0.07391,0.12339,3
203.4252,65296.9749,-0.04643,0.08552,0.09468,3
203.4406,65296.9849,-0.06292,0.03482,0.0452,3
203.4517,65296.9959,-0.05681,-0.04826,0.03421,3
203.4599,65297.0059,-0.03299,-0.17471,0.03665,3
203.4681,65297.0159,0.03543,-0.30788,0.01772,3
203.4793,65297.0258,0.13989,-0.3488,-0.0281,3
203.4886,65297.0359,0.22297,-0.31093,-0.06658,3
203.4992,65297.0469,0.2529,-0.16493,-0.09529,3
203.5062,65297.0569,0.20586,-0.01833,-0.1069,3
203.523,65297.0669,0.09835,0.11301,-0.13195,3
203.5288,65297.0769,-0.00916,0.1912,-0.15455,3
203.5414,65297.0869,-0.14478,0.19487,-0.16493,3
203.5513,65297.0969,-0.27184,0.15027,-0.15944,3
203.5596,65297.1069,-0.41722,0.04643,-0.12278,3
203.5672,65297.1169,-0.49052,-0.13561,-0.09774,3
203.5785,65297.1268,-0.51313,-0.3543,-0.08125,3
203.5889,65297.1369,-0.45571,-0.44593,-0.08063,3
203.5994,65297.1469,-0.30543,-0.36652,-0.06109,3
203.6135,65297.1579,-0.13011,-0.15516,-0.03238,3
203.6204,65297.1689,0.11668,0.14355,-0.02382,3
203.6288,65297.1789,0.23824,0.35369,-0.02993,3
203.6399,65297.1889,0.24129,0.41905,-0.01344,3
203.648,65297.1989,0.13806,0.3488,0.04032,3
203.6613,65297.2089,-0.03604,0.18876,0.11912,3
203.6687,65297.2189,-0.135,0.01955,0.18326,3
203.6825,65297.2289,-0.09102,-0.11057,0.28161,3
203.6925,65297.2399,0.08002,-0.11484,0.35675,3
203.7019,65297.2499,0.3317,-0.03726,0.38179,3
203.7133,65297.2599,0.47892,0.0055,0.37018,3
203.7262,65297.2699,0.48991,-0.02566,0.35552,3
203.7304,65297.2809,0.36102,-0.07636,0.33414,3
203.7484,65297.2909,0.16799,-0.12156,0.30665,3
203.7513,65297.3009,0.03115,-0.09407,0.26145,3
203.7654,65297.3109,-0.01955,-0.02871,0.19548,3
203.7708,65297.3209,0.00916,0.0562,0.11729,3
203.7862,65297.3319,0.10629,0.16677,0.03421,3
203.7916,65297.3418,0.16738,0.20525,-0.00428,3
203.8051,65297.3519,0.19426,0.21136,-0.04765,3
203.8129,65297.3619,0.18021,0.22113,-0.05681,3
203.8245,65297.3719,0.15516,0.2419,-0.01833,3
203.8326,65297.3819,0.14172,0.24801,0.02871,3
203.8485,65297.3919,0.14966,0.26756,0.06536,3
203.8532,65297.4019,0.17593,0.27733,0.06903,3
203.8648,65297.4119,0.19792,0.2474,0.08002,3
203.8769,65297.4219,0.1741,0.21747,0.06781,3
203.8871,65297.4319,0.08796,0.20647,0.06353,3
203.8955,65297.4419,0.02382,0.2303,0.06353,3
203.9035,65297.4519,-0.01527,0.23885,0.06414,3
203.9108,65297.4619,-0.01772,0.18387,0.06109,3
203.9238,65297.4719,0.00244,0.11362,0.08247,3
203.9309,65297.4819,0.04337,0.08247,0.11301,3
203.9426,65297.4919,0.13622,0.06597,0.15577,3
203.9508,65297.5019,0.23579,0.07697,0.15699,3
203.9646,65297.5119,0.31093,0.07147,0.12217,3
203.9716,65297.5219,0.32009,0.06292,0.09529,3
203.9925,65297.5319,0.25779,0.05192,0.09102,3
203.9943,65297.5419,0.1631,0.07697,0.08796,3
204.0102,65297.5519,0.0733,0.0507,0.07636,3
204.0131,65297.5618,0.0226,-0.05925,0.05742,3
204.0255,65297.5719,0.00916,-0.16799,0.04032,3
204.0335,65297.5819,0.01466,-0.30604,0.04032,3
204.0448,65297.5919,0.0452,-0.45571,0.06903,3
204.0514,65297.6019,0.11423,-0.51191,0.11423,3
204.068,65297.6119,0.21258,-0.5058,0.15944,3
204.0741,65297.6218,0.26756,-0.48381,0.17776,3
204.0893,65297.6319,0.25656,-0.45693,0.17226,3
204.0925,65297.6419,0.17226,-0.37629,0.12462,3
204.1026,65297.6519,0.05192,-0.22663,0.06964,3
204.1124,65297.6619,-0.0452,-0.13622,-0.00244,3
204.1264,65297.6719,-0.16738,-0.06597,-0.13439,3
204.1309,65297.6819,-0.26634,-0.04215,-0.26023,3
204.1444,65297.6919,-0.3934,-0.08613,-0.36774,3
204.1592,65297.7029,-0.49786,-0.16066,-0.405,3
204.175,65297.7129,-0.56688,-0.27306,-0.36469,3
204.1783,65297.7228,-0.56139,-0.36713,-0.27,3
204.1857,65297.7329,-0.47709,-0.39034,-0.15211,3
204.1992,65297.7429,-0.36408,-0.33903,-0.07575,3
204.2061,65297.7529,-0.20647,-0.22785,-0.04704,3
204.2154,65297.7629,-0.08796,-0.16432,-0.07514,3
204.2243,65297.7729,-0.03299,-0.11851,-0.13195,3
204.2321,65297.7829,-0.07269,-0.08796,-0.17898,3
204.2443,65297.7929,-0.16432,-0.09957,-0.21258,3
204.2519,65297.8027,-0.24984,-0.12523,-0.2364,3
204.264,65297.8128,-0.27489,-0.12462,-0.23274,3
204.2722,65297.8229,-0.22297,-0.06903,-0.19303,3
204.2999,65297.8329,-0.12889,-0.011,-0.13561,3
204.3093,65297.8429,-0.05315,-0.04032,-0.06292,3
204.3107,65297.8528,-0.02077,-0.17959,0.03054,3
204.3122,65297.8629,-0.03115,-0.32315,0.10568,3
204.3332,65297.8729,-0.07697,-0.44166,0.14294,3
204.345,65297.8829,-0.1069,-0.45326,0.12706,3
204.3461,65297.8929,-0.12706,-0.38668,0.06231,3
204.3576,65297.9039,-0.11484,-0.24923,-0.01955,3
204.365,65297.9139,-0.09835,-0.1179,-0.09835,3
204.373,65297.9239,-0.06658,-0.00183,-0.15882,3
204.3847,65297.9339,-0.02627,0.09285,-0.20586,3
204.3934,65297.9439,0.02199,0.13378,-0.21502,3
204.4094,65297.9539,0.09163,0.13744,-0.18631,3
204.4156,65297.9639,0.13928,0.10018,-0.13867,3
204.4299,65297.9739,0.18815,-0.00061,-0.05925,3
204.4369,65297.9839,0.20708,-0.08552,0.00061,3
204.4512,65297.9939,0.18082,-0.16799,0.03054,3
204.4539,65298.0039,0.12767,-0.21136,0.03115,3
204.47,65298.0139,0.03726,-0.1967,-0.01649,3
204.4732,65298.0239,-0.0672,-0.12584,-0.0733,3
204.4895,65298.0339,-0.15027,-0.00122,-0.13195,3
204.4948,65298.0439,-0.16982,0.0733,-0.15516,3
204.5079,65298.0539,-0.10507,0.12401,-0.14233,3
204.513,65298.0639,-0.01833,0.14722,-0.10568,3
204.5248,65298.0739,0.11545,0.16127,-0.04826,3
204.5331,65298.0839,0.20464,0.12889,0.00489,3
204.5468,65298.0939,0.23824,0.07147,0.03115,3
204.553,65298.1039,0.22846,0.03848,0.05376,3
204.5649,65298.1139,0.21197,0.03299,0.06964,3
204.5733,65298.1239,0.20281,0.10507,0.06231,3
204.5873,65298.1339,0.21075,0.23579,0.03115,3
204.5937,65298.1439,0.1967,0.35186,0.00611,3
204.6049,65298.1539,0.14783,0.37935,0.00183,3
204.6132,65298.1639,0.10934,0.32376,0.00672,3
204.6248,65298.1739,0.08796,0.22969,-0.00305,3
204.633,65298.1839,0.1014,0.15944,-0.00672,3
204.6462,65298.1939,0.15638,0.11912,-0.00855,3
204.6539,65298.2039,0.24068,0.09896,0.0281,3
204.6719,65298.2137,0.34636,0.09774,0.09041,3
204.6741,65298.2238,0.38301,0.12584,0.13806,3
204.6859,65298.2339,0.33353,0.16738,0.18387,3
204.695,65298.2449,0.23946,0.1686,0.19364,3
204.7066,65298.2549,0.12401,0.16738,0.17349,3
204.7204,65298.2649,0.04765,0.14966,0.15577,3
204.7273,65298.2749,-0.05864,0.05681,0.11301,3
204.7345,65298.2849,-0.17593,-0.04704,0.08919,3
204.7506,65298.2949,-0.34086,-0.22907,0.0055,3
204.7557,65298.3049,-0.46181,-0.32803,-0.07391,3
204.7678,65298.3149,-0.53695,-0.3427,-0.08919,3
204.7766,65298.3248,-0.46731,-0.24251,-0.04826,3
204.7864,65298.3349,-0.25351,-0.00794,0.0171,3
204.7966,65298.3449,0.00489,0.22724,0.07758,3
204.8136,65298.3549,0.22174,0.42028,0.12462,3
204.8191,65298.3649,0.32742,0.5229,0.1857,3
204.8336,65298.3759,0.28588,0.43494,0.23518,3
204.8358,65298.3859,0.17226,0.26206,0.24801,3
204.8505,65298.3959,0.04459,0.02871,0.24984,3
204.8554,65298.4059,-0.04704,-0.135,0.24007,3
204.8781,65298.4159,-0.03299,-0.21197,0.21441,3
204.8798,65298.4259,0.06048,-0.15638,0.20769,3
204.892,65298.4359,0.17532,-0.02871,0.22052,3
204.8968,65298.4459,0.23274,0.06536,0.21686,3
204.9066,65298.4559,0.19609,0.10812,0.18448,3
204.9205,65298.4659,0.0788,0.16921,0.1405,3
204.931,65298.4769,-0.04765,0.24801,0.0733,3
204.9373,65298.4879,-0.12217,0.28222,-0.00305,3
204.959,65298.4979,-0.13195,0.28833,-0.06597,3
204.9597,65298.5079,-0.10079,0.27061,-0.0843,3
204.9721,65298.5179,-0.05559,0.18937,-0.0733,3
204.9767,65298.5279,-0.00428,0.03115,-0.0336,3
204.9882,65298.5379,0.03848,-0.1179,-0.02993,3
204.9966,65298.5478,0.06231,-0.12217,-0.03726,3
205.0104,65298.5578,0.07269,0.02199,-0.01344,3
205.0168,65298.5678,0.07758,0.22602,0.0391,3
205.0282,65298.5778,0.07086,0.38607,0.06109,3
205.0366,65298.5878,0.08308,0.43616,0.0391,3
205.0487,65298.5978,0.09652,0.4441,-0.01222,3
205.0567,65298.6079,0.09346,0.4105,-0.06536,3
205.0682,65298.6178,0.09041,0.31276,-0.12767,3
205.0769,65298.6278,0.10446,0.20464,-0.15821,3
205.0882,65298.6379,0.10507,0.08735,-0.17287,3
205.1,65298.6479,0.12401,-0.02566,-0.20159,3
205.1095,65298.6579,0.15272,-0.04276,-0.15821,3
205.1173,65298.6679,0.13744,-0.10996,-0.09041,3
205.131,65298.6778,0.09835,-0.16188,-0.0281,3
205.1367,65298.6878,0.08308,-0.11423,-0.00183,3
205.1517,65298.6978,0.09346,0.00367,0.00855,3
205.1567,65298.7079,0.146,0.06964,-0.00428,3
205.1686,65298.7179,0.20403,0.02199,-0.04704,3
205.1767,65298.7279,0.24984,-0.06231,-0.10201,3
205.1882,65298.7378,0.26573,-0.06781,-0.15088,3
205.1966,65298.7478,0.21258,-0.11484,-0.16249,3
205.2083,65298.7578,0.09407,-0.21502,-0.17287,3
205.2167,65298.7679,-0.02688,-0.34636,-0.1576,3
205.2291,65298.7779,-0.10446,-0.46059,-0.12339,3
205.2367,65298.7879,-0.08796,-0.45082,-0.08063,3
205.2492,65298.7978,-0.00977,-0.31948,0,3
205.2568,65298.8078,0.08858,-0.21502,0.08858,3
205.2683,65298.8178,0.16493,-0.15149,0.14478,3
205.2768,65298.8279,0.1741,-0.12156,0.15211,3
205.2901,65298.8379,0.09468,-0.08552,0.13744,3
205.2969,65298.8479,-0.03054,-0.08491,0.10996,3
205.3085,65298.8578,-0.17837,-0.12401,0.01038,3
205.3168,65298.8678,-0.28833,-0.20769,-0.10812,3
205.3283,65298.8778,-0.41233,-0.32803,-0.23274,3
205.3399,65298.8879,-0.51679,-0.41356,-0.25962,3
205.3505,65298.8979,-0.5791,-0.4667,-0.23579,3
205.3567,65298.9077,-0.56566,-0.44227,-0.20831,3
205.37,65298.9178,-0.43738,-0.31704,-0.16738,3
205.3766,65298.9276,-0.26878,-0.18204,-0.10446,3
205.3898,65298.9389,-0.02443,-0.08247,0.00061,3
205.3977,65298.9488,0.11729,-0.02749,0.0452,3
205.4103,65298.9588,0.1967,0.00611,0.03299,3
205.4181,65298.9688,0.18815,-0.03299,-0.00305,3
205.4301,65298.9789,0.11362,-0.13073,-0.06231,3
205.4393,65298.9889,0.03726,-0.19242,-0.11179,3
205.4565,65298.9989,-0.01833,-0.22602,-0.15149,3
205.4614,65299.0088,-0.04276,-0.24862,-0.1576,3
205.4703,65299.0188,-0.04032,-0.28466,-0.11668,3
205.4783,65299.0288,0.00305,-0.3146,-0.07697,3
205.4919,65299.0389,0.06964,-0.33598,-0.05131,3
205.4986,65299.0489,0.13073,-0.33231,-0.06414,3
205.5105,65299.0589,0.19853,-0.27489,-0.10324,3
205.5187,65299.0689,0.20464,-0.20586,-0.15088,3
205.5316,65299.0788,0.14416,-0.10568,-0.19548,3
205.5401,65299.0888,0.04826,-0.03726,-0.22174,3
205.5546,65299.0989,-0.07147,-0.00489,-0.25045,3
205.5625,65299.1098,-0.16738,0.00916,-0.29199,3
205.575,65299.1198,-0.24312,0.09224,-0.32009,3
205.5811,65299.1308,-0.29627,0.1741,-0.32559,3
205.5994,65299.1408,-0.33781,0.22113,-0.30055,3
205.6036,65299.1518,-0.34453,0.22724,-0.26695,3
205.6199,65299.1618,-0.28466,0.20525,-0.2193,3
205.624,65299.1718,-0.18204,0.16188,-0.16005,3
205.6355,65299.1819,-0.05253,0.09529,-0.08796,3
205.6409,65299.1919,0.06109,0.01772,-0.04398,3
205.6528,65299.2019,0.13256,-0.04887,-0.01588,3
205.661,65299.2118,0.12828,-0.10385,0.0055,3
205.6728,65299.2218,0.02749,-0.13317,0.04215,3
205.6835,65299.2318,-0.08674,-0.11851,0.08919,3
205.6968,65299.2419,-0.16127,-0.08552,0.1069,3
205.7062,65299.2519,-0.146,-0.0507,0.1179,3
205.7152,65299.2619,-0.05376,0.04581,0.12828,3
205.7221,65299.2718,0.08369,0.16432,0.15272,3
205.735,65299.2818,0.24129,0.2529,0.16493,3
205.7451,65299.2929,0.35003,0.2755,0.15455,3
205.7594,65299.3028,0.40256,0.27733,0.13561,3
205.7639,65299.3128,0.36224,0.25351,0.10812,3
205.782,65299.3227,0.24618,0.16005,0.05925,3
205.7956,65299.3328,0.13744,0.06658,-0.00367,3
205.7983,65299.3429,0.01772,-0.04337,-0.08002,3
205.804,65299.3529,-0.05315,-0.08919,-0.13195,3
205.815,65299.3628,-0.09774,-0.06109,-0.17532,3
205.8239,65299.3728,-0.10873,0.01222,-0.18265,3
205.8354,65299.3828,-0.0898,0.14416,-0.1741,3
205.8535,65299.3929,-0.05253,0.28222,-0.14905,3
205.858,65299.4027,-0.00672,0.42394,-0.11668,3
205.8621,65299.4129,-0.00733,0.45448,-0.08002,3
205.8891,65299.4228,-0.05498,0.40989,-0.04154,3
205.8941,65299.4328,-0.14966,0.27978,-0.00855,3
205.8953,65299.4428,-0.29566,0.0171,0.02688,3
205.906,65299.4529,-0.44593,-0.24496,0.04398,3
205.9138,65299.4629,-0.57788,-0.46731,0.06781,3
205.9217,65299.4729,-0.62858,-0.54184,0.0788,3
205.9347,65299.4829,-0.60109,-0.38057,0.0843,3
205.9416,65299.4928,-0.4777,-0.11545,0.08063,3
205.9563,65299.5028,-0.28222,0.24435,0.07453,3
205.9619,65299.5128,-0.09285,0.52351,0.08125,3
205.976,65299.5229,0.10385,0.75625,0.0843,3
205.983,65299.5329,0.20281,0.75014,0.08796,3
206.0005,65299.5429,0.22907,0.51801,0.10507,3
206.0086,65299.5528,0.18631,0.30177,0.13928,3
206.0161,65299.5628,0.06231,0.10629,0.17165,3
206.0242,65299.5728,-0.03726,0.03848,0.22297,3
206.0399,65299.5829,-0.07269,0.01588,0.29505,3
206.0484,65299.5929,-0.01833,0.0562,0.33598,3
206.0564,65299.6029,0.06964,0.08796,0.32742,3
206.066,65299.6128,0.15516,0.06292,0.28344,3
206.0744,65299.6227,0.17287,-0.00061,0.22785,3
206.0822,65299.6328,0.11118,-0.04581,0.18998,3
206.0971,65299.6429,0.00672,-0.0562,0.12706,3
206.1024,65299.6529,-0.08308,-0.07575,0.07758,3
206.1144,65299.6629,-0.13073,-0.09652,0.01161,3
206.1224,65299.6728,-0.12584,-0.10263,-0.02993,3
206.1374,65299.6828,-0.10018,-0.07086,-0.05803,3
206.1454,65299.6928,-0.0788,-0.0336,-0.06536,3
206.165,65299.7029,-0.05681,0.00916,-0.12462,3
206.1763,65299.7129,-0.02932,0.09407,-0.13011,3
206.1793,65299.7228,-0.00733,0.22297,-0.06414,3
206.1847,65299.7328,0.01161,0.25473,0.00122,3
206.1993,65299.7428,0.06964,0.21686,0.06597,3
206.2045,65299.7527,0.12217,0.16616,0.12645,3
206.2163,65299.7629,0.17959,0.07941,0.15394,3
206.2293,65299.7729,0.17287,-0.02993,0.14905,3
206.2367,65299.7829,0.13989,-0.08858,0.11851,3
206.2469,65299.7939,0.10324,-0.03787,0.06109,3
206.2588,65299.8039,0.05376,0.03543,-0.00061,3
206.2644,65299.8139,0.0171,0.1069,-0.0281,3
206.2874,65299.8238,-0.0171,0.17226,-0.02871,3
206.2903,65299.8338,-0.00611,0.18143,-0.02077,3
206.3046,65299.8438,0.05803,0.12401,-0.01894,3
206.3083,65299.8537,0.13195,0.06109,-0.01955,3
206.3174,65299.8639,0.19792,-0.05192,0.0055,3
206.324,65299.8739,0.21319,-0.13683,0.04643,3
206.336,65299.8838,0.20036,-0.25473,0.09102,3
206.3431,65299.8938,0.16738,-0.30849,0.09896,3
206.3571,65299.9038,0.14111,-0.28283,0.06658,3
206.3645,65299.9139,0.11545,-0.18998,0.01038,3
206.3757,65299.9239,0.09774,-0.03299,-0.0617,3
206.3862,65299.9339,0.0672,0.07819,-0.13378,3
206.395,65299.9439,0.05315,0.07025,-0.21319,3
206.4029,65299.9538,0.04032,0.02505,-0.25045,3
206.4186,65299.9638,0.00428,0.01894,-0.26267,3
206.4278,65299.9748,-0.08613,0.00733,-0.20036,3
206.4417,65299.9848,-0.15211,-0.08552,-0.10018,3
206.4451,65299.9948,-0.15211,-0.19426,-0.0336,3
206.4576,65300.0049,-0.10385,-0.27306,-0.00489,3
206.4718,65300.0149,-0.05803,-0.27611,-0.02871,3
206.4813,65300.0248,-0.07941,-0.21991,-0.06475,3
206.4868,65300.0348,-0.17959,-0.24129,-0.14172,3
206.4976,65300.0448,-0.42455,-0.36102,-0.2865,3
206.5047,65300.0548,-0.58948,-0.46426,-0.36224,3
206.5171,65300.0649,-0.6805,-0.43066,-0.41233,3
206.5259,65300.0749,-0.59254,-0.23579,-0.41905,3
206.5378,65300.0849,-0.32437,0.0672,-0.40012,3
206.5473,65300.0949,-0.04093,0.21625,-0.34941,3
206.5579,65300.1059,0.21014,0.19242,-0.25045,3
206.5687,65300.1159,0.24923,0.08735,-0.17226,3
206.5795,65300.1258,0.16432,-0.08613,-0.0788,3
206.5891,65300.1358,0.04276,-0.1912,-0.00855,3
206.5988,65300.1458,-0.03787,-0.16554,0.04154,3
206.6102,65300.1559,-0.0281,-0.03115,0.04826,3
206.6173,65300.1659,0.04948,0.17349,0.03176,3
206.6322,65300.1759,0.12278,0.29322,0.0226,3
206.6384,65300.1858,0.15333,0.27733,0.04581,3
206.6459,65300.1958,0.1069,0.14966,0.08552,3
206.6619,65300.2058,0.02077,-0.01588,0.1179,3
206.6688,65300.2159,-0.06597,-0.15699,0.10629,3
206.6831,65300.2259,-0.15272,-0.28039,0.07147,3
206.6921,65300.2358,-0.19364,-0.31643,0.04459,3
206.6978,65300.2459,-0.18937,-0.29016,0.00489,3
206.7075,65300.2558,-0.16371,-0.21991,-0.03054,3
206.7175,65300.2658,-0.12462,-0.06842,-0.07819,3
206.7256,65300.2759,-0.09041,0.08002,-0.09285,3
206.7407,65300.2859,-0.06658,0.21502,-0.08491,3
206.7479,65300.2959,-0.05253,0.32315,-0.07697,3
206.7575,65300.3059,-0.07941,0.48808,-0.09224,3
206.7675,65300.3158,-0.12156,0.59559,-0.10324,3
206.7783,65300.3258,-0.17226,0.58338,-0.10446,3
206.7873,65300.3358,-0.19487,0.52412,-0.11301,3
206.802,65300.3459,-0.19181,0.40439,-0.13989,3
206.806,65300.3559,-0.1741,0.2645,-0.16738,3
206.8187,65300.3659,-0.14722,0.09896,-0.17898,3
206.8288,65300.3758,-0.10507,0.01405,-0.17165,3
