SensorTimestamp(s),acc_x,acc_y,acc_z
65293.7209,-0.76375,6.8953,6.6894
65293.7409,-0.77812,6.77559,6.68461
65293.761,-0.65122,6.41407,8.01579
65293.781,-0.79966,6.27041,8.65025
65293.8009,-0.73023,6.37336,6.74207
65293.821,-0.46448,6.88812,5.38456
65293.8408,-0.36152,7.08205,5.35344
65293.8609,-0.51954,6.72531,6.20338
65293.881,-0.52912,6.64391,6.33027
65293.902,-0.56264,6.90009,5.40371
65293.922,-0.33519,7.18021,4.80516
65293.9419,-0.01676,7.6399,4.38139
65293.9619,0.13408,7.90805,4.34308
65293.982,-0.47645,7.62314,4.93206
65294.0019,-0.86191,7.36217,6.48829
65294.0219,-0.9481,7.44836,7.44357
65294.042,-0.92895,7.7644,6.32548
65294.0619,-0.50518,8.24324,4.94403
65294.083,-0.38786,8.46829,5.71496
65294.1029,-0.32561,8.58561,6.88812
65294.1239,-0.59616,8.68856,7.02219
65294.144,-0.70629,9.09318,5.80594
65294.164,-0.80445,9.15064,5.55934
65294.185,-0.30406,8.96389,5.45399
65294.2049,0.04788,8.73165,5.96635
65294.2249,0.13408,8.02536,8.00861
65294.245,0.21069,7.42203,9.50498
65294.266,0.10534,7.25922,8.56167
65294.2859,0.01197,7.10599,6.84981
65294.3059,0.09337,6.96473,6.80193
65294.326,-0.13408,6.50983,6.8953
65294.346,-0.44772,6.24168,6.24887
65294.3659,-0.76614,5.90889,5.9879
65294.386,-0.57221,5.96396,5.4492
65294.406,-0.23942,6.33027,4.62799
65294.4258,-0.08619,6.48829,4.21858
65294.446,-0.06225,6.51223,4.68306
65294.4658,-0.06225,6.84742,4.97036
65294.4859,-0.21308,7.00783,4.92008
65294.506,-0.39025,7.08923,4.91051
65294.526,-0.45969,7.27598,5.85622
65294.5459,-0.22266,7.57047,6.79235
65294.5659,-0.23703,7.73567,6.84263
65294.586,-0.52672,7.79791,6.39012
65294.6059,-0.71587,7.99663,5.78439
65294.6259,-0.50757,8.48266,5.37738
65294.646,0.08619,9.10994,5.55694
65294.6659,0.59376,9.44991,6.36618
65294.6859,0.50039,9.37809,7.26161
65294.706,0.35674,9.24401,7.54652
65294.7269,0.21548,9.43794,6.59603
65294.7469,0.14844,9.73004,5.82749
65294.7669,0.15083,9.76834,6.00226
65294.787,-0.25857,9.10754,6.76123
65294.807,-0.23942,8.1738,9.30866
65294.8269,-0.54348,7.1036,11.3126
65294.847,-1.2785,6.27999,9.18176
65294.867,-1.78129,6.15789,5.34625
65294.8869,-1.7358,6.14831,4.45561
65294.9069,-1.29287,6.35421,5.54976
65294.928,-0.88825,6.70376,5.68862
65294.9489,-0.63925,6.76362,5.34865
65294.969,-0.49799,6.68701,6.29196
65294.99,-0.55545,6.61997,7.2281
65295.0099,-0.56024,6.41167,7.32386
65295.0299,-0.51475,6.50265,6.76601
65295.0509,-0.28491,6.77559,6.46674
65295.071,-0.55067,6.45477,6.16028
65295.091,-1.1157,6.32548,5.45639
65295.1109,-1.14922,6.54335,4.77883
65295.131,-0.52912,7.01262,4.91769
65295.151,-0.00958,7.42442,5.89213
65295.1709,0.33998,7.75243,6.84502
65295.191,0.18675,7.95593,6.13873
65295.2119,-0.3711,8.06607,4.82432
65295.232,-0.74699,8.00621,4.79319
65295.2519,-0.82839,8.26239,6.11719
65295.2719,-0.82361,8.32943,7.27598
65295.2929,-0.46208,8.94953,7.01262
65295.3139,-0.26336,9.18416,6.1531
65295.334,0.31125,9.3302,5.29837
65295.355,0.86191,9.11951,5.14753
65295.375,0.6201,8.00382,7.24725
65295.3949,1.08697,7.26401,9.22246
65295.4149,1.05824,7.2664,9.19373
65295.435,0.61531,6.98867,8.10198
65295.4548,0.06704,6.5673,7.08444
65295.4759,-0.07422,6.75404,5.84903
65295.4959,-0.09098,6.84263,5.63595
65295.516,0.16759,6.84023,5.75566
65295.5359,0.61292,7.00065,6.10043
65295.5559,0.83797,7.06289,6.24408
65295.576,0.36152,6.75644,5.66229
65295.596,-0.08859,6.48589,4.76207
65295.6159,-0.33519,6.40449,4.13718
65295.6369,-0.59137,6.42843,3.9217
65295.657,-0.43814,6.82108,3.83551
65295.677,0.05267,7.56328,3.90255
65295.6969,0.32561,8.06128,4.2138
65295.7179,0.48123,8.01339,6.72771
65295.7389,0.23463,7.83143,8.78672
65295.7599,-0.0431,7.8434,8.26
65295.7799,0.38068,8.41323,5.71735
65295.8,0.51954,9.09557,5.08768
65295.82,0.35195,8.81066,6.61757
65295.8399,0.18914,8.51378,8.24802
65295.86,0.55067,8.69574,8.34379
65295.88,0.59616,9.01656,6.91206
65295.8999,0.826,9.38766,4.91051
65295.92,0.40941,9.663,4.24492
65295.94,-0.23224,8.86333,5.93523
65295.9599,0.15323,8.28633,8.95671
65295.98,-0.39265,7.2664,10.7763
65296,-0.88825,6.55054,9.33739
65296.0199,-1.00317,6.50265,6.10043
65296.04,-1.13246,6.38294,3.93846
65296.06,-0.95529,6.35661,4.84108
65296.0799,-0.42138,6.47871,7.19218
65296.0999,-0.09577,6.62715,7.17782
65296.12,-0.43335,6.62476,6.5242
65296.1399,-0.69432,6.49786,7.03895
65296.1609,-0.54348,6.59363,7.37414
65296.1809,-0.57221,6.51702,6.28957
65296.201,-0.83558,6.44998,6.09803
65296.221,-0.80685,6.14592,6.58884
65296.2409,-0.63686,6.33985,5.99987
65296.2619,-0.52194,6.95276,4.63517
65296.282,-0.48602,7.19697,3.81875
65296.302,-0.39744,7.44597,4.29759
65296.3219,-0.33279,7.21373,5.80594
65296.342,-0.48123,7.02219,7.48427
65296.362,-0.11013,7.69018,6.7301
65296.3819,0.19632,8.34619,5.59046
65296.4019,0.33279,8.58082,5.51385
65296.4229,-0.14126,8.24802,6.36379
65296.443,-0.25379,8.13071,7.02219
65296.4629,0.21069,8.62391,6.90248
65296.4829,0.4142,9.16979,6.70137
65296.5029,0.48123,9.086,5.9065
65296.523,0.28012,8.59997,5.55694
65296.5429,0.39504,7.87932,7.46033
65296.5629,1.09415,7.2688,10.5273
65296.583,1.37667,7.29034,10.42914
65296.6039,1.30484,7.41484,7.22331
65296.6239,0.99838,7.31668,5.50188
65296.6449,1.13485,7.27119,5.39414
65296.6649,1.58496,7.72848,5.85622
65296.6849,1.31921,7.20415,5.91128
65296.7049,0.73981,6.92882,6.17225
65296.7249,0.35195,6.66546,7.27119
65296.7449,0.41899,6.70376,7.16106
65296.7649,-0.00718,6.47392,6.39012
65296.7847,0.05507,6.45237,5.23612
65296.8049,-0.03112,6.37097,4.70221
65296.8249,-0.03591,6.18183,4.13957
65296.8449,0.07422,6.45956,4.03662
65296.8649,0.32561,6.8977,5.33428
65296.8849,0.60094,7.19218,6.25365
65296.9049,0.48363,7.51779,6.03099
65296.9259,0.48602,7.94636,5.92086
65296.9459,0.64643,8.26,5.62398
65296.9659,0.94332,8.59997,5.62877
65296.9859,1.13246,8.81306,6.0717
65297.0069,1.14443,8.66222,6.84023
65297.0269,1.25696,8.88009,7.98227
65297.0479,0.84755,8.78433,7.65666
65297.0679,0.50518,8.96629,6.359
65297.0879,0.05267,9.04051,5.73172
65297.1079,-0.1245,8.76757,5.73651
65297.1279,0.00958,8.67898,7.50822
65297.1479,-0.08619,7.89129,10.01255
65297.1699,-0.249,7.1036,9.71328
65297.1899,-0.70629,6.82347,6.03099
65297.2099,-0.96007,6.56969,4.53701
65297.2299,-1.15879,6.25605,7.15627
65297.2509,-0.72784,6.54335,8.4635
65297.2709,-0.4142,7.07965,6.32069
65297.2919,0.03112,7.12275,5.54258
65297.3119,0.60573,7.15866,6.84023
65297.333,0.60813,6.85939,7.01741
65297.3529,0.3711,6.71334,5.83706
65297.3729,-0.249,6.24168,5.53779
65297.3929,-0.22027,6.41646,5.46117
65297.4129,-0.12689,6.67982,5.09007
65297.4329,0.05267,6.80911,4.62081
65297.4529,-0.06464,6.77799,4.81953
65297.4729,-0.16999,6.79235,5.61201
65297.4929,0.10056,6.84023,6.4404
65297.5129,0.4549,7.41245,5.93523
65297.5329,0.19632,7.61835,5.14035
65297.5529,0.28012,7.8458,4.97994
65297.5729,0.09098,8.08522,5.39892
65297.5929,-0.13168,8.05409,6.34463
65297.6129,0.14365,8.23845,7.52258
65297.6329,0.94571,9.18416,7.00065
65297.6529,1.49398,9.77313,6.53378
65297.6729,1.91057,10.02692,5.89452
65297.6929,1.50116,9.12191,5.54258
65297.7139,0.44053,7.52498,6.5649
65297.7339,0.33758,6.83066,8.30788
65297.7539,1.25217,7.35499,8.49702
65297.7739,1.70228,7.9296,6.79235
65297.794,1.40061,7.77637,5.284
65297.8138,0.80445,7.22091,6.32069
65297.8339,0.31125,6.56969,6.88333
65297.8539,0.10774,6.67743,5.93762
65297.8739,0.95529,7.2257,5.92086
65297.8939,1.72143,7.58244,6.7732
65297.9149,1.64242,7.52258,6.79953
65297.9349,1.07021,7.12514,6.21774
65297.9549,0.15562,6.46434,5.57131
65297.9749,-0.15083,6.18901,4.80995
65297.9949,0.32322,6.54096,4.23295
65298.0149,0.95768,7.22331,4.44364
65298.0349,1.02472,7.25443,5.284
65298.0549,0.40941,7.00783,6.25365
65298.0749,0.15802,6.96952,6.28239
65298.0949,0.43574,7.48427,5.49709
65298.1149,0.59137,8.06367,5.66468
65298.1349,0.8691,8.55927,5.99748
65298.1549,0.69192,8.80348,5.41568
65298.1749,0.826,9.11233,5.85382
65298.195,0.89304,8.90164,7.23049
65298.2147,0.60334,8.93756,7.63032
65298.2349,1.01275,9.46189,6.28717
65298.2559,1.21386,9.98382,5.42766
65298.2759,0.76854,9.98861,4.98952
65298.2959,1.21147,9.88566,5.41568
65298.3159,0.50757,8.48026,8.59518
65298.3359,-0.19632,7.15866,11.03727
65298.3559,-0.56503,6.82587,9.13388
65298.3769,-0.29449,6.9767,4.94403
65298.3969,-0.05746,7.19697,3.93367
65298.4169,0.07661,6.9767,6.34703
65298.4369,-0.01437,6.47392,7.5154
65298.4569,0.62489,6.9767,6.24408
65298.4779,0.90022,7.17063,5.71017
65298.4989,0.69911,6.78756,5.76524
65298.5189,0.34237,6.29436,5.27921
65298.5389,0.52672,6.50744,5.284
65298.5588,0.17478,6.22492,6.40928
65298.5789,0.36631,6.53856,5.96396
65298.5989,0.80924,7.34781,5.14993
65298.6189,0.73741,7.36935,4.47716
65298.6389,0.31603,7.18739,4.21858
65298.6589,-0.49799,7.28077,4.64715
65298.6789,-0.1652,7.31429,5.0805
65298.6989,0.48602,7.86256,6.359
65298.7189,0.826,8.52575,6.10282
65298.7389,0.42377,9.06205,5.74369
65298.7589,0.11253,8.92319,4.90333
65298.7789,-0.39265,9.02135,6.43322
65298.7988,-0.60573,8.80348,8.4635
65298.8189,-0.22745,9.34696,7.89129
65298.8389,0.44293,9.79947,5.92804
65298.8589,1.41018,9.9934,4.82432
65298.8789,1.29766,9.14824,5.11162
65298.8989,0.80206,7.70694,6.79953
65298.9189,0.63925,7.03177,9.05487
65298.9399,0.36631,7.01501,8.63589
65298.9598,1.27372,7.81946,6.17704
65298.9799,1.40779,8.04212,4.72137
65298.9999,1.1133,7.77397,5.11401
65299.0199,0.58897,7.27837,5.89931
65299.0399,0.89304,7.29034,6.55772
65299.0599,1.29047,7.36935,6.40928
65299.0799,1.24977,7.31668,5.17626
65299.0999,0.91698,7.1419,4.1276
65299.1209,0.52912,6.91445,4.17788
65299.1419,0.1221,6.53138,4.47716
65299.1629,-0.11013,6.51223,5.28161
65299.1829,-0.19154,6.5649,5.33189
65299.2029,-0.11013,6.98867,4.57532
65299.2229,-0.08619,7.27598,3.9624
65299.2429,0.32322,7.65666,5.02543
65299.2629,0.5387,7.88889,6.84742
65299.2829,0.76136,8.27676,6.87136
65299.3039,0.85712,8.90164,5.47075
65299.3237,1.29047,9.4978,4.27365
65299.3439,1.1995,9.6606,4.75249
65299.3639,0.70868,9.21768,6.4021
65299.3839,0.09337,8.93516,7.65905
65299.4038,-0.27533,8.98783,7.26161
65299.4239,-0.51475,9.25119,5.56652
65299.4439,-0.44293,9.56723,4.6256
65299.4639,-0.11253,9.24162,6.61518
65299.484,0.33279,8.46111,10.24479
65299.5039,0.18675,7.66863,11.25514
65299.5239,-0.02394,7.21134,8.59758
65299.544,-0.30885,7.0198,4.72855
65299.5639,-0.43335,6.90009,4.24492
65299.5839,-0.55306,6.53378,6.0693
65299.6039,-0.02634,7.0605,6.80672
65299.6237,0.27533,7.02698,5.80833
65299.6439,0.45969,7.05092,5.09007
65299.6639,0.42138,7.09881,5.62159
65299.6839,0.24181,6.72052,6.25605
65299.7039,0.17238,6.92403,6.47153
65299.7239,-0.65122,6.20338,6.46913
65299.7439,-0.91937,6.36618,5.83706
65299.7639,-0.45011,6.7325,5.06852
65299.7839,0.15323,7.20655,4.88657
65299.8049,0.31125,7.24725,5.30555
65299.8248,0.11013,7.04614,5.59046
65299.8449,-0.02634,7.28556,5.88016
65299.8649,-0.38068,7.32147,5.37259
65299.8849,-0.27294,7.67342,5.16908
65299.9049,0.40701,8.47069,6.35661
65299.9249,0.79966,8.69335,7.13472
65299.945,0.52433,8.97347,6.4021
65299.9649,-0.2059,8.63589,6.00945
65299.9859,-0.7446,8.52336,5.94241
65300.0059,-0.19632,9.38288,6.90967
65300.0259,0.62728,9.31823,6.59363
65300.0459,1.22344,9.23204,5.64553
65300.0659,0.72784,7.80749,8.72686
65300.0859,0.09577,6.45716,10.59674
65300.1069,-0.53151,6.5242,7.49146
65300.1269,-0.28012,6.91924,4.93206
65300.1469,0.28252,6.90727,6.34942
65300.1669,0.66559,6.87375,7.33823
65300.1869,0.14844,6.65828,5.42766
65300.2069,0.26576,7.02938,4.25689
65300.2269,0.64883,7.44118,4.7477
65300.247,0.78769,7.38851,6.10043
65300.2669,0.67277,7.39569,6.84981
65300.2869,0.16759,7.08444,6.53138
65300.307,0.22505,7.20894,5.70538
65300.3269,0.2897,7.19697,4.54659
65300.3469,0.34237,7.53216,4.12282
65300.3669,0.0814,7.49864,4.4604
65300.3869,-0.11013,7.39569,5.71017
65300.4069,-0.1245,7.43639,6.10761
65300.4279,-0.09816,7.67342,6.47153
65300.4479,-0.21548,7.79552,6.87615
65300.4679,-0.38547,8.25521,6.15549
65300.4879,-0.22984,8.88967,5.41568
65300.5079,-0.05746,8.98783,6.37097
65300.5279,0.0838,9.09078,7.28077
65300.5479,-0.20111,8.7939,7.71172
65300.5679,-0.23463,9.04529,7.16106
65300.5879,-0.0838,9.21528,5.86101
65300.6079,-0.11492,9.65342,4.48195
65300.6279,-0.44053,9.32781,5.03979
65300.6489,-0.81642,8.09958,8.32943
65300.6689,-1.00796,7.13951,10.00776
65300.6888,-1.13964,6.99107,8.02536
65300.7089,-0.68953,7.2281,4.53462
65300.7289,-0.70868,7.20894,3.16513
65300.7489,-0.87867,6.90967,5.09247
65300.7689,-0.64165,6.8953,6.66546
65300.7889,-0.25379,7.25922,5.72454
65300.8089,-0.25379,7.38851,5.34146
65300.8289,-0.60573,7.17303,5.73651
65300.8499,-0.88107,6.75165,5.71496
65300.8699,-0.59137,7.07965,5.533
65300.8909,-1.13485,6.48829,6.49786
65300.9109,-1.08697,6.47871,6.59603
65300.9309,-0.80924,7.07726,5.4899
65300.9519,-0.42617,7.54892,4.33829
65300.9719,-0.46448,7.62553,4.36463
65300.9919,-0.52194,7.50822,5.12359
65301.0119,-0.23942,7.68778,6.34942
65301.0319,-0.40941,8.00142,7.30471
65301.0519,-0.60813,8.06128,6.8115
65301.0719,-0.82361,8.22408,5.49709
65301.0919,-1.02951,8.21929,5.80833
65301.1119,-0.84515,8.28873,6.67264
65301.1319,-0.18196,8.85615,6.17225
65301.1529,0.24421,9.55765,4.98712
65301.1729,0.64643,9.59596,4.44124
65301.1929,0.90501,9.33739,4.68306
65301.2129,0.99359,8.87052,6.31351
65301.2329,0.67516,7.84819,8.96868
65301.2529,0.3735,7.42681,9.56484
65301.2729,0.26097,7.4316,8.08043
65301.2929,0.83079,7.72609,5.57131
65301.3129,1.48919,7.9272,4.43167
65301.333,0.95768,7.52737,6.01423
65301.3529,0.55067,6.86178,6.63433
65301.3729,-0.07901,6.5649,5.13077
65301.3929,0.25618,6.73968,4.81713
65301.4129,0.7015,7.0605,5.63595
65301.4329,0.50039,7.08684,5.45639
65301.4529,0.35913,7.14909,5.02064
65301.4728,0.22505,6.97431,4.74531
65301.4929,-0.19393,6.72771,5.23612
65301.5129,-0.0431,7.03895,5.45399
65301.5329,0.70629,7.73327,5.56652
65301.5529,1.10612,8.28873,5.81312
65301.5729,0.83079,8.29591,6.02142
65301.5939,0.10295,7.9703,6.06691
65301.6139,-0.26097,8.05649,5.71496
65301.6359,-0.15802,8.39407,5.18824
65301.6569,0.18675,8.81306,5.40371
65301.6769,0.30167,8.64067,7.03416
65301.6979,0.13408,8.51618,7.28795
65301.7179,-0.09816,8.72208,5.88016
65301.7379,0.02155,9.31105,4.27365
65301.7579,0.30167,10.02452,4.05099
65301.7779,0.81882,9.98382,4.31196
65301.7979,0.81642,9.64863,6.3159
65301.8179,-0.16999,7.93917,10.00297
65301.8379,-0.54827,7.3095,10.36929
65301.8579,-0.61052,7.28556,7.53934
65301.8779,-0.32801,7.28556,4.36942
65301.8979,-0.39025,7.24964,4.60884
65301.919,-0.59616,6.95755,5.90171
65301.9389,-0.82121,6.74686,6.25605
65301.9589,-0.54588,6.69419,5.75327
65301.9789,-0.40462,6.78038,5.53061
65301.9989,-0.10056,6.96234,5.99029
65302.0189,0.24181,7.08444,6.43083
65302.0389,0.42138,7.16345,6.59603
65302.0589,0.2466,7.20176,7.19936
65302.0789,-0.25379,6.7301,7.12514
65302.0989,-0.48602,7.17542,5.94959
65302.1189,-0.48123,7.22091,4.53462
65302.1389,-0.39025,7.4747,4.11324
65302.1589,-0.08859,7.57765,4.81235
65302.1787,-0.01437,7.69257,6.00466
65302.1989,0.09577,7.94636,6.2752
65302.2189,0.14365,8.22887,6.16746
65302.2389,0,8.14747,5.93762
65302.2589,-0.1221,8.38689,5.69341
65302.2789,0.15562,8.65743,5.95199
65302.2989,0.42856,9.17458,6.42843
65302.3189,0.22266,9.2488,6.49307
65302.3389,0.2873,9.15782,5.97353
65302.359,0.33279,8.85855,6.01663
65302.3789,0.77572,8.29112,7.71172
65302.3989,1.02232,7.70694,8.84897
65302.419,0.78769,7.59201,8.1355
65302.4389,0.87388,7.762,6.47392
65302.4589,0.73263,7.46751,5.63834
65302.4789,0.93613,7.38611,5.79157
65302.4989,0.71108,7.32865,5.71496
65302.5188,0.38786,7.07965,5.49948
65302.5389,0.41659,7.13233,5.782
65302.5588,0.92895,7.54174,6.09085
65302.5789,1.23301,7.73806,5.96635
65302.5989,0.89783,7.46512,5.34625
65302.6189,0.52433,7.03416,5.13317
65302.6389,0.35913,6.68222,5.04458
65302.6589,0.19154,6.69658,4.81953
65302.6789,0.35913,6.85939,4.38618
65302.6989,0.67038,7.32865,4.16591
65302.7189,0.86431,7.91044,4.28323
65302.7389,0.43574,7.95114,4.71658
65302.7589,0.10774,8.02536,5.03979
65302.7789,-0.00958,8.10437,5.06134
65302.7989,0.09577,8.48984,5.13077
65302.8189,0.67516,9.14585,6.07888
65302.8389,0.9505,9.08121,7.15387
65302.8589,0.6201,8.92319,7.15148
65302.8789,0.46208,8.97586,5.93283
65302.8989,0.5387,9.20571,5.20499
65302.9189,0.27054,9.36372,5.82749
65302.9389,-0.05986,9.27753,5.18105
65302.9599,0.46208,9.39006,5.13556
65302.9799,0.87628,8.95431,6.81629
65302.9999,0.21548,8.21451,8.80348
65303.0199,-0.71587,7.28316,9.23204
65303.0409,-0.96247,6.99107,6.29436
65303.0609,-0.71826,7.19697,3.67749
65303.0809,-0.33758,7.434,4.70221
65303.1009,-0.36392,7.23049,6.88812
65303.1209,-0.34716,7.13712,7.32147
65303.1409,-0.29688,6.82826,6.34703
65303.1609,0,7.16106,5.46836
65303.1819,-0.15802,7.2281,4.81953
65303.2019,-0.3711,7.09163,5.09247
65303.2219,-0.44293,6.9384,5.92565
65303.2419,-0.22505,7.31429,6.19859
65303.2619,0.14365,7.72848,5.74608
65303.2819,0.03352,7.78834,5.79397
65303.3019,-0.08619,7.69018,5.54258
65303.3219,-0.48123,7.78594,4.9129
65303.3419,-0.24421,7.84819,4.94881
65303.3619,0.05986,8.28394,5.62159
65303.3819,0.03591,8.45153,5.22175
65303.4019,0.04549,8.69335,4.53941
65303.4218,-0.05507,8.69095,5.50427
65303.4419,-0.17717,8.71968,6.18422
65303.4619,-0.43574,8.60955,6.41167
65303.4819,-0.13886,8.91361,6.18662
65303.5019,0.14605,9.36133,6.67264
65303.5219,0.14126,9.49062,5.95917
65303.5419,-0.07661,9.31823,5.50666
65303.5619,0.01437,9.07881,4.64715
65303.5819,0.07422,8.40604,5.23612
65303.6029,0.33519,7.45794,8.66222
65303.6229,0.1652,6.92164,9.15303
65303.6429,0.73263,7.35978,6.3997
65303.6629,0.54827,7.31189,5.66947
65303.6829,0.47405,7.07726,5.55694
65303.7029,0.34716,7.51061,4.99909
65303.7228,0.74699,7.82665,4.56574
65303.7428,0.75417,7.69496,4.83868
65303.7629,0.57461,7.30471,5.20499
65303.7829,0.44293,7.52976,6.02621
65303.8029,0.59616,7.67102,6.17943
65303.8239,0.28012,7.45315,6.10521
65303.8439,-0.31603,7.09163,5.4899
65303.8649,-0.29688,7.12993,3.91452
65303.8849,0.10774,7.56328,3.33752
65303.9049,0.16999,7.30471,4.12282
65303.9249,0.48123,7.55371,3.82115
65303.9449,0.31843,7.8458,4.9129
65303.9649,0.05267,7.77637,5.40132
65303.9859,-0.23463,7.93199,5.58088
65304.0069,-0.14844,8.21211,5.85143
65304.0269,0.45011,9.19134,6.05254
65304.0469,0.51954,9.2488,6.22014
65304.0679,0.24181,8.88967,5.65271
65304.0879,0.05267,8.84179,5.92086
65304.1079,0.50757,9.07642,6.22014
65304.1279,0.46208,9.33499,5.75087
65304.1479,-0.11253,9.20571,5.05416
65304.1679,-0.43335,9.29908,4.4173
65304.1879,-0.69671,9.26077,4.85065
65304.2079,-0.89064,9.28232,5.6575
65304.2279,-0.64165,8.97347,7.86974
65304.2479,-0.65362,8.21929,8.45632
65304.2679,-1.17795,7.46033,7.89368
65304.2879,-1.29526,7.21373,6.14592
65304.3079,-1.30963,7.08684,5.12599
65304.3289,-0.74939,7.34781,6.25365
65304.3489,-0.63925,7.64947,6.37815
65304.3688,-0.56024,7.45554,5.2864
65304.3889,-0.11971,7.513,5.15232
65304.4089,0.60334,7.92002,5.06613
65304.4289,0.76375,8.00142,5.84903
65304.4489,0.29688,7.57286,6.54814
65304.4689,-0.31125,7.13233,5.76524
65304.4888,-0.14126,7.70933,4.42927
65304.5089,-0.05507,8.14747,3.45244
65304.5289,0.04788,8.05888,3.52666
65304.5489,-0.46926,7.66623,4.69264
65304.5689,-0.49081,7.91762,5.54018
65304.5889,-0.07661,8.09001,5.30316
65304.6089,0.21548,8.60476,6.0286
65304.6289,0.0431,8.44674,5.44441
65304.6489,-0.20111,8.77954,4.22816
65304.6689,-0.84276,8.36295,4.54419
65304.6889,-1.22583,7.8051,5.18105
65304.7089,-0.03591,8.64786,5.57849
65304.7289,-0.84276,7.5154,6.88812
65304.7489,-0.29209,9.07163,5.12599
65304.7689,-0.7829,8.99023,4.24013
65304.7889,-0.62489,9.38766,3.78044
65304.8089,-0.55306,9.663,3.66073
65304.8289,0.0431,9.59835,4.8315
65304.8489,0.88346,9.13148,8.25281
65304.8688,0.62728,8.5904,9.70849
65304.8889,0.00479,7.98466,8.33422
65304.9089,-0.36392,7.78594,5.87777
65304.9289,-0.69911,8.05888,4.18746
65304.9489,-0.55067,8.0517,4.26647
65304.9689,-0.93374,7.65426,6.03818
65304.9889,-1.19471,7.32626,6.78277
65305.0089,-1.15879,7.31907,6.36379
65305.0289,-0.85473,7.48427,6.23211
65305.0489,-0.83797,7.45315,6.05733
65305.0689,-1.18992,7.36456,5.96635
65305.0889,-1.62327,7.01501,6.17465
65305.1089,-1.92494,6.85221,6.21774
65305.1289,-1.88663,7.34302,6.34703
65305.1489,-1.97522,7.06768,5.88255
65305.1687,-2.2314,6.84981,7.07965
65305.1889,-1.80044,6.99346,6.68461
65305.2089,-2.01592,7.01741,6.97431
65305.2289,-2.13563,6.63673,7.10838
65305.2489,-2.27449,6.58884,6.64391
65305.2689,-2.4349,6.43083,7.02698
65305.2889,-2.14042,6.27999,7.44836
65305.3089,-2.01352,6.41885,7.75003
65305.3289,-1.64721,6.42364,7.28556
65305.3489,-0.85473,6.75644,7.66623
65305.3689,-0.03831,6.80193,8.86094
65305.3889,0.52433,7.11557,8.5473
65305.4089,0.57221,7.18261,7.74285
65305.4288,0.30167,7.15387,7.33105
65305.4489,0.00718,6.83784,6.67264
65305.4689,-0.27054,6.46195,7.20415
65305.4889,-0.25618,6.13155,8.09001
65305.5089,0.03112,5.72214,8.63589
65305.5289,0.69192,6.16268,8.5042
65305.5489,1.53229,6.97431,7.4747
65305.5689,1.47722,7.40527,6.87136
65305.5889,1.50116,7.8027,6.5673
65305.6089,1.41018,8.18817,6.32788
65305.6289,0.32322,7.65905,6.78038
65305.6489,-0.32082,7.19458,6.90967
65305.6689,-0.58179,7.14669,5.88974
65305.6889,-0.47166,7.32626,5.6168
65305.7089,0.32082,7.81467,6.67743
65305.7299,0.64883,7.9272,7.77158
65305.7499,0.56264,8.12353,6.23211
65305.7699,0.07661,7.93199,5.08289
65305.7899,-0.42617,7.34781,5.31513
65305.8099,-0.22505,7.4316,5.65032
65305.8299,-0.02634,7.6375,5.1212
65305.8499,0.32801,7.89368,4.70939
65305.8709,0.5794,8.02536,5.37498
65305.8909,0.46926,7.77158,7.45315
65305.9109,0.85952,7.95833,7.64469
65305.9309,1.08218,8.53054,6.33027
65305.9509,1.02951,8.81306,4.70461
65305.9709,0.5387,8.77475,3.69425
65305.9919,0.34477,8.6311,4.28323
65306.0119,0.0814,8.33661,5.45878
65306.0319,0.00479,8.14747,7.7213
65306.0519,0.20111,8.45871,8.89446
65306.0719,-0.37589,8.70771,8.24802
65306.0919,-0.70868,8.85136,6.66306
65306.1129,-0.44293,8.65025,8.24802
65306.1339,-0.19632,7.88171,10.16817
65306.1539,-0.31603,7.58483,9.60554
65306.1739,-0.27773,7.44357,8.73644
65306.1939,0.15802,6.90009,8.11874
65306.2139,0.52912,6.89051,6.58166
65306.2339,0.05507,6.50265,4.59926
65306.2539,-0.7422,5.67665,4.12042
65306.2739,-0.60334,5.40611,5.71735
65306.2939,1.38385,6.7732,7.24725
65306.3139,1.16119,6.86896,7.69736
65306.3349,0.63207,6.55054,6.4021
65306.3559,-0.09577,6.21056,4.81474
65306.3759,-0.15323,6.53378,5.85382
65306.3959,-0.00718,6.54096,6.61039
65306.4157,0.14605,7.0198,4.63757
65306.4359,-0.14844,7.23288,3.76847
65306.4559,-0.50996,7.55849,4.53941
65306.4759,0.18196,7.97987,6.22732
65306.4958,0.23942,8.33182,6.51223
65306.5159,0.27773,8.40125,5.53779
65306.5359,-0.30406,7.88411,5.06852
65306.5558,-0.96007,7.64469,6.12916
65306.5759,-0.73981,7.72609,6.73968
65306.5959,-0.34955,8.06367,6.81629
65306.6159,0.14126,8.42041,7.02459
65306.6359,0.3735,8.41323,6.41407
65306.6559,0.74699,8.65504,5.05895
65306.6759,0.16041,8.41323,5.17148
65306.6959,-0.28491,7.91523,6.50744
65306.7158,-0.08619,7.7213,6.94318
65306.7369,0.41659,7.95114,6.47632
65306.7569,0.56982,8.05649,5.5737
65306.7769,-0.02634,7.58483,4.74291
65306.7969,-1.30484,6.75404,4.78601
65306.8169,-2.37984,6.37097,6.03818
65306.8369,-1.45807,6.91685,5.77721
65306.8569,-0.84515,7.67821,5.78439
65306.8769,-0.21308,7.90805,5.63356
