SensorTimestamp(s),mag_x,mag_y,mag_z
65278.5481,-2.76,-10.44,-25.68
65278.5682,-2.94,-10.44,-25.38
65278.5882,-2.94,-10.32,-25.74
65278.6082,-2.7,-10.32,-26.16
65278.6282,-2.88,-9.84,-26.16
65278.6482,-2.52,-10.26,-26.4
65278.6682,-2.58,-10.14,-26.28
65278.6882,-2.28,-10.44,-26.1
65278.7082,-2.4,-10.38,-25.98
65278.7282,-2.34,-10.32,-26.22
65278.7482,-2.28,-10.62,-26.46
65278.7682,-2.88,-10.62,-26.52
65278.7882,-2.88,-11.04,-26.58
65278.8082,-3.18,-10.92,-26.28
65278.8282,-3.3,-10.68,-26.1
65278.8482,-3,-10.44,-26.16
65278.8692,-3.18,-10.02,-26.28
65278.8892,-2.64,-10.5,-26.28
65278.9092,-2.34,-10.68,-26.28
65278.9292,-2.28,-10.92,-26.46
65278.9492,-2.04,-11.34,-26.28
65278.9692,-2.4,-11.16,-26.64
65278.9892,-2.28,-11.22,-26.58
65279.0102,-1.8,-11.22,-26.04
65279.0302,-1.44,-11.04,-26.16
65279.0502,-1.2,-11.22,-25.98
65279.0702,-1.14,-11.4,-25.74
65279.0902,-1.68,-11.46,-25.74
65279.1102,-2.28,-11.58,-25.98
65279.1302,-2.16,-11.76,-26.1
65279.1502,-2.28,-11.88,-26.28
65279.1702,-2.34,-12.06,-26.46
65279.1902,-2.28,-11.88,-26.46
65279.2112,-2.28,-11.46,-26.58
65279.2312,-1.98,-11.22,-26.7
65279.2512,-1.44,-10.74,-27.18
65279.2712,-0.48,-11.16,-27.48
65279.2912,-0.06,-11.1,-27.6
65279.3112,-0.18,-11.28,-27.66
65279.3312,-0.3,-11.82,-27
65279.3512,-0.72,-11.58,-26.58
65279.3712,-0.9,-11.82,-26.28
65279.3912,-0.42,-11.52,-25.86
65279.4112,-0.18,-11.1,-25.98
65279.4312,0.24,-10.92,-26.04
65279.4512,0.24,-10.92,-25.86
65279.4712,0.12,-11.16,-26.46
65279.4911,-0.06,-11.22,-26.34
65279.5111,0.18,-11.4,-26.4
65279.5312,0.72,-11.04,-26.52
65279.5512,1.02,-11.16,-26.64
65279.5712,1.26,-11.28,-27.24
65279.5922,1.08,-11.52,-27.3
65279.6122,0.84,-11.88,-27.48
65279.6322,1.2,-12.06,-27.42
65279.6522,1.62,-12.06,-27.6
65279.6722,1.86,-11.82,-27.3
65279.6922,2.28,-11.94,-27.3
65279.7122,2.52,-11.64,-27.36
65279.7322,2.88,-11.64,-27.12
65279.7522,3.6,-11.58,-27.48
65279.7722,4.26,-11.28,-27.36
65279.7922,4.32,-11.34,-26.82
65279.8122,4.86,-11.28,-26.34
65279.8322,5.22,-11.52,-25.92
65279.8531,5.46,-11.82,-25.86
65279.8732,6.36,-11.88,-26.7
65279.8932,6.9,-12.06,-27.06
65279.9132,7.14,-12.12,-27.54
65279.9332,7.32,-11.64,-27.42
65279.9532,7.74,-11.64,-26.7
65279.9732,7.86,-11.46,-27
65279.9942,8.16,-11.46,-26.4
65280.0142,8.76,-11.58,-26.52
65280.0342,8.52,-11.94,-26.88
65280.0542,8.64,-12,-26.28
65280.0742,8.76,-11.82,-26.7
65280.0942,8.82,-12.36,-26.64
65280.1152,9,-12.06,-26.46
65280.1352,8.76,-12.3,-26.64
65280.1552,8.52,-12.66,-26.58
65280.1762,8.34,-12.48,-26.64
65280.1962,8.28,-12.96,-26.7
65280.2162,8.76,-13.26,-26.7
65280.2362,9.36,-13.32,-26.4
65280.2572,9.66,-13.74,-25.98
65280.2772,10.08,-13.92,-25.8
65280.2982,10.2,-14.04,-25.56
65280.3182,10.08,-14.1,-25.8
65280.3392,9.66,-14.52,-25.68
65280.3592,9.9,-14.52,-25.68
65280.3792,10.02,-14.52,-25.68
65280.3992,10.38,-14.64,-25.68
65280.4192,11.1,-14.52,-25.92
65280.4402,10.92,-14.52,-25.5
65280.4612,10.5,-14.76,-25.32
65280.4812,9.78,-14.94,-25.2
65280.5011,9.66,-15,-24.84
65280.5212,9.78,-15.12,-25.14
65280.5412,10.38,-15,-25.2
65280.5612,11.22,-15.24,-25.14
65280.5812,11.34,-15.48,-25.56
65280.6012,11.64,-15.84,-25.38
65280.6212,12.18,-16.44,-25.2
65280.6412,12.18,-16.62,-25.26
65280.6622,12.06,-16.62,-24.84
65280.6822,12.36,-17.16,-24.54
65280.7021,12.12,-17.7,-24
65280.7221,12.06,-18.18,-23.28
65280.7432,12.54,-18.96,-22.98
65280.7632,12.06,-18.72,-22.86
65280.7842,12,-18.54,-23.04
65280.8042,12.6,-18.72,-23.34
65280.8241,12.72,-18.84,-23.52
65280.8442,13.38,-18.84,-23.46
65280.8652,13.8,-19.02,-23.46
65280.8852,13.86,-19.08,-22.98
65280.9052,14.16,-18.78,-22.32
65280.9252,14.04,-19.38,-21.9
65280.9452,14.04,-19.68,-21.48
65280.9652,14.34,-19.68,-21.42
65280.9852,14.28,-20.22,-21.78
65281.0052,14.52,-20.58,-21.78
65281.0252,14.1,-20.22,-21.96
65281.0452,13.8,-20.7,-21.84
65281.0652,13.68,-20.52,-21.54
65281.0852,13.62,-20.34,-21.54
65281.1052,14.04,-20.82,-21.06
65281.1252,14.04,-20.94,-20.88
65281.1452,13.74,-21.42,-20.46
65281.1652,13.5,-21.96,-20.16
65281.1852,13.38,-22.14,-19.62
65281.2052,13.44,-22.2,-20.1
65281.2262,14.22,-22.44,-20.58
65281.2462,14.46,-22.38,-20.58
65281.2662,14.46,-22.2,-21.24
65281.2862,14.52,-22.44,-20.58
65281.3062,13.98,-22.26,-20.28
65281.3262,13.98,-22.32,-20.64
65281.3462,14.4,-22.44,-20.88
65281.3662,14.22,-22.56,-21.18
65281.3862,14.52,-22.74,-21.3
65281.4072,14.4,-22.74,-21.6
65281.4272,14.16,-22.98,-21.06
65281.4472,13.92,-22.68,-21.42
65281.4672,13.62,-22.5,-21.48
65281.4872,13.5,-22.32,-21
65281.5071,13.2,-22.26,-21.6
65281.5272,13.2,-22.56,-21.12
65281.5472,13.62,-22.74,-20.82
65281.5672,13.74,-23.04,-20.94
65281.5872,13.92,-23.16,-21.18
65281.6072,14.34,-23.16,-22.08
65281.6272,13.92,-22.74,-23.22
65281.6482,13.8,-22.38,-23.4
65281.6682,13.98,-22.38,-23.58
65281.6882,13.5,-21.9,-23.28
65281.7082,13.2,-22.14,-23.16
65281.7282,13.02,-22.14,-23.64
65281.7482,12.96,-21.72,-24.06
65281.7682,12.9,-21.84,-24.78
65281.7882,12.84,-21.54,-24.6
65281.8082,13.14,-21.72,-24.48
65281.8282,12.72,-21.54,-24.66
65281.8482,13.2,-21.72,-24.06
65281.8682,13.5,-22.08,-24.18
65281.8882,13.44,-22.08,-24
65281.9082,13.74,-22.56,-23.34
65281.9282,13.74,-22.38,-23.16
65281.9482,13.86,-22.44,-22.86
65281.9682,14.34,-22.62,-23.22
65281.9882,14.28,-22.62,-23.16
65282.0082,14.64,-22.8,-22.98
65282.0282,14.82,-22.8,-23.46
65282.0492,14.64,-22.68,-22.98
65282.0692,15,-22.8,-23.28
65282.0902,14.88,-22.8,-23.88
65282.1112,15.3,-23.1,-23.94
65282.1312,15.18,-23.1,-24.12
65282.1512,14.94,-23.1,-23.58
65282.1712,14.64,-23.34,-23.22
65282.1912,14.52,-23.46,-22.8
65282.2112,14.4,-23.58,-22.8
65282.2312,14.7,-23.94,-22.86
65282.2512,14.58,-23.94,-22.68
65282.2722,14.28,-24,-22.68
65282.2922,14.7,-24.06,-22.86
65282.3122,14.64,-24.06,-22.98
65282.3322,14.76,-24.18,-22.92
65282.3522,15,-24.18,-22.68
65282.3722,14.7,-24.72,-22.38
65282.3922,14.22,-25.26,-21.66
65282.4132,13.86,-25.32,-21.48
65282.4332,13.56,-25.02,-21
65282.4532,13.32,-25.14,-20.82
65282.4732,13.38,-24.9,-21
65282.4932,13.62,-25.32,-20.94
65282.5132,13.74,-25.74,-20.88
65282.5332,13.8,-25.8,-20.52
65282.5532,13.92,-26.04,-20.76
65282.5732,13.92,-26.1,-20.88
65282.5931,13.56,-26.34,-21.36
65282.6132,13.32,-26.4,-21.78
65282.6332,13.02,-26.7,-21.48
65282.6532,12.78,-26.7,-21.3
65282.6732,12.78,-26.58,-21.36
65282.6932,12.9,-26.28,-21.3
65282.7132,12.66,-25.86,-21.24
65282.7342,12.54,-25.86,-21.6
65282.7542,12,-25.74,-21.78
65282.7742,12,-26.04,-21.66
65282.7942,12.24,-26.16,-21.84
65282.8142,12.42,-26.22,-21.66
65282.8342,12.54,-26.46,-21.48
65282.8542,12.3,-26.52,-21.48
65282.8741,12.6,-26.64,-21.84
65282.8942,12.3,-26.64,-22.44
65282.9142,12.36,-26.52,-21.9
65282.9342,12.18,-26.46,-21.54
65282.9542,11.64,-26.34,-21.36
65282.9742,12.06,-26.7,-21.06
65282.9942,12.72,-26.82,-21.66
65283.0142,12.96,-26.88,-22.86
65283.0352,13.5,-27,-23.04
65283.0552,13.44,-26.64,-22.86
65283.0752,13.56,-26.52,-22.92
65283.0952,13.98,-26.58,-22.38
65283.1162,13.86,-26.82,-22.08
65283.1362,13.92,-26.7,-21.84
65283.1562,13.86,-27,-21.48
65283.1772,13.92,-27.36,-21.6
65283.1972,14.1,-27.06,-21.3
65283.2172,14.1,-26.88,-21.48
65283.2372,14.16,-26.76,-21.54
65283.2572,14.34,-26.46,-20.88
65283.2772,14.34,-26.52,-21.18
65283.2972,14.28,-26.76,-21.24
65283.3172,14.28,-26.52,-20.94
65283.3372,13.98,-26.34,-21.3
65283.3572,14.1,-26.1,-21.72
65283.3772,14.52,-26.04,-21.84
65283.3972,14.64,-26.34,-21.84
65283.4172,14.76,-26.1,-21.78
65283.4372,14.52,-26.34,-20.76
65283.4571,14.22,-26.28,-20.46
65283.4772,13.98,-26.22,-20.34
65283.4972,13.8,-26.7,-20.1
65283.5171,13.8,-26.64,-20.4
65283.5372,13.8,-27,-20.58
65283.5572,14.04,-27.24,-20.76
65283.5772,14.22,-27.06,-20.7
65283.5982,14.28,-27.12,-20.76
65283.6182,14.46,-26.94,-20.64
65283.6382,14.22,-26.64,-20.64
65283.6582,13.92,-26.4,-20.64
65283.6782,13.8,-26.58,-20.46
65283.6982,13.44,-26.7,-20.64
65283.7181,13.38,-27.18,-20.7
65283.7382,13.68,-27.54,-20.58
65283.7582,13.68,-27.54,-20.88
65283.7782,13.62,-27.48,-20.58
65283.7981,13.68,-27.36,-20.16
65283.8182,13.5,-27.12,-19.74
65283.8382,13.38,-27.06,-19.62
65283.8582,13.8,-27.42,-19.68
65283.8782,13.68,-27.18,-19.5
65283.8982,13.68,-27.12,-20.04
65283.9182,13.62,-27.18,-19.56
65283.9382,13.5,-26.82,-19.56
65283.9582,13.5,-27,-19.74
65283.9782,13.38,-27.42,-19.74
65283.9982,13.38,-27.24,-19.98
65284.0182,13.68,-27.36,-20.1
65284.0382,13.62,-27.24,-20.22
65284.0582,13.8,-27.06,-20.16
65284.0782,13.8,-27.12,-20.1
65284.0982,13.44,-26.88,-19.86
65284.1182,13.38,-26.7,-19.92
65284.1382,13.02,-27,-19.74
65284.1582,13.02,-27.48,-19.98
65284.1782,12.84,-27.72,-20.16
65284.1982,13.26,-27.72,-20.22
65284.2182,13.56,-27.24,-20.1
65284.2382,13.62,-26.64,-19.8
65284.2582,13.62,-26.52,-19.26
65284.2782,13.44,-26.4,-18.9
65284.2992,13.56,-26.22,-19.08
65284.3202,13.26,-26.34,-19.56
65284.3402,13.26,-26.52,-19.74
65284.3602,13.02,-26.34,-20.16
65284.3812,12.9,-26.64,-20.22
65284.4012,13.2,-26.64,-20.34
65284.4222,13.44,-26.34,-20.46
65284.4422,13.8,-26.64,-20.22
65284.4622,13.8,-26.64,-20.22
65284.4822,13.92,-26.82,-19.98
65284.5022,13.98,-26.76,-19.56
65284.5222,14.16,-26.88,-19.68
65284.5422,14.28,-26.52,-19.62
65284.5622,14.34,-26.04,-19.32
65284.5822,14.34,-25.98,-19.5
65284.6022,14.34,-25.56,-19.38
65284.6222,14.7,-25.68,-19.38
65284.6422,15.24,-25.62,-19.38
65284.6632,15.3,-25.62,-19.56
65284.6831,15.24,-25.8,-19.56
65284.7032,15.36,-25.74,-19.44
65284.7231,15,-25.8,-19.26
65284.7432,14.88,-25.5,-18.96
65284.7632,14.76,-25.38,-18.66
65284.7832,14.52,-25.5,-18.72
65284.8032,14.34,-25.62,-19.08
65284.8232,14.22,-25.62,-19.26
65284.8432,14.4,-25.8,-19.32
65284.8632,14.22,-25.8,-18.96
65284.8832,14.22,-25.68,-18.6
65284.9032,13.92,-25.92,-17.94
65284.9242,13.98,-26.04,-18.06
65284.9442,14.22,-26.04,-18.06
65284.9642,14.46,-25.86,-17.82
65284.9842,14.88,-26.04,-18.18
65285.0052,15.18,-26.1,-17.88
65285.0252,15.18,-26.22,-17.64
65285.0452,15,-26.88,-17.76
65285.0652,14.7,-26.58,-17.7
65285.0852,13.86,-26.22,-17.7
65285.1052,13.5,-26.22,-18.06
65285.1252,13.02,-25.98,-17.7
65285.1452,13.26,-26.16,-17.1
65285.1652,13.38,-26.1,-17.64
65285.1852,13.26,-25.68,-17.7
65285.2052,13.86,-25.62,-18
65285.2252,13.56,-25.38,-18.36
65285.2452,13.38,-25.14,-17.7
65285.2652,13.62,-25.08,-17.16
65285.2852,13.62,-24.96,-16.86
65285.3052,13.56,-24.78,-16.86
65285.3252,13.98,-25.02,-17.04
65285.3452,14.22,-25.44,-16.98
65285.3652,13.98,-25.44,-17.16
65285.3852,14.22,-25.5,-17.22
65285.4052,13.92,-25.32,-17.58
65285.4252,13.74,-25.56,-17.58
65285.4452,14.1,-25.32,-17.46
65285.4652,13.86,-25.56,-17.4
65285.4862,14.1,-25.8,-17.1
65285.5062,13.86,-25.26,-17.46
65285.5262,13.74,-24.9,-17.88
65285.5462,14.1,-24.42,-17.88
65285.5662,13.8,-24.12,-18.18
65285.5862,14.1,-23.82,-18.06
65285.6062,14.04,-24.24,-17.82
65285.6262,14.1,-24.24,-17.76
65285.6462,14.52,-24.48,-17.46
65285.6662,14.82,-24.6,-17.28
65285.6862,15.12,-24.78,-16.86
65285.7072,15.6,-24.72,-16.74
65285.7272,15.48,-24.36,-16.26
65285.7472,15.3,-24.42,-15.84
65285.7672,14.58,-24,-15.78
65285.7871,14.28,-24.24,-15.72
65285.8072,14.7,-24.06,-15.84
65285.8282,15.18,-23.76,-16.14
65285.8482,15.54,-23.64,-16.02
65285.8682,15.36,-23.28,-15.72
65285.8882,15.12,-23.04,-15.72
65285.9082,15,-23.58,-15.42
65285.9282,15.06,-23.34,-15.36
65285.9482,14.94,-23.34,-15.66
65285.9682,14.88,-23.46,-15.66
65285.9882,14.34,-23.16,-15.48
65286.0082,14.52,-23.7,-15.96
65286.0292,14.58,-23.94,-15.84
65286.0491,14.7,-24.12,-15.96
65286.0692,15.12,-23.94,-16.26
65286.0892,14.82,-23.46,-16.26
65286.1102,15,-23.16,-16.08
65286.1312,14.94,-23.04,-16.2
65286.1512,14.82,-22.98,-15.66
65286.1712,14.52,-22.92,-15.48
65286.1912,14.46,-23.16,-15.78
65286.2122,14.58,-22.86,-15.66
65286.2332,14.82,-22.74,-15.66
65286.2532,15.3,-23.1,-15.48
65286.2732,15.24,-22.62,-15.12
65286.2932,15.06,-22.8,-14.94
65286.3132,14.88,-22.44,-15.3
65286.3332,14.7,-22.14,-15.36
65286.3532,14.46,-22.32,-15.54
65286.3732,14.46,-22.26,-15.48
65286.3932,14.34,-22.26,-15.42
65286.4132,14.22,-22.26,-15.48
65286.4332,14.28,-22.5,-15.36
65286.4532,13.92,-22.56,-14.94
65286.4732,13.68,-22.38,-14.64
65286.4932,13.68,-22.14,-14.4
65286.5132,13.68,-21.84,-14.28
65286.5331,13.5,-21.42,-14.64
65286.5532,13.38,-21.42,-14.64
65286.5732,12.78,-21.12,-14.46
65286.5931,12.54,-20.76,-14.28
65286.6131,12.84,-20.7,-14.1
65286.6332,12.9,-20.28,-14.28
65286.6532,13.62,-20.04,-14.22
65286.673,14.04,-20.16,-14.64
65286.6941,13.92,-20.16,-14.7
65286.7142,14.4,-20.1,-14.76
65286.7342,14.1,-20.58,-15.06
65286.7542,14.1,-20.4,-14.7
65286.7742,14.34,-20.22,-14.64
65286.7952,14.16,-20.34,-14.58
65286.8152,13.98,-19.92,-14.34
65286.8362,14.4,-19.8,-14.34
65286.8562,14.46,-19.5,-14.1
65286.8762,14.4,-19.74,-13.74
65286.8962,14.82,-19.14,-13.38
65286.9162,14.52,-19.14,-13.26
65286.9362,14.22,-19.74,-12.96
65286.9562,14.58,-19.92,-12.84
65286.9762,14.82,-20.7,-12.84
65286.9962,15.24,-21,-12.48
65287.0162,15.72,-20.7,-12.6
65287.0362,15.72,-20.28,-12.18
65287.0562,15.9,-20.04,-12.12
65287.0762,15.9,-19.56,-12.36
65287.0962,15.84,-19.8,-12.48
65287.1162,15.96,-19.86,-12.6
65287.1362,15.84,-19.8,-12.54
65287.1562,15.78,-19.86,-12.24
65287.1762,15.6,-19.74,-12.12
65287.1962,15.24,-19.68,-12.06
65287.2162,14.88,-19.98,-11.94
65287.2362,14.52,-19.98,-12.18
65287.2562,14.76,-19.74,-12.06
65287.2762,14.58,-19.74,-12.06
65287.2962,14.7,-19.5,-12
65287.3162,14.76,-19.86,-11.46
65287.3362,14.58,-19.56,-11.1
65287.3562,14.64,-19.62,-10.74
65287.3762,14.34,-19.86,-10.74
65287.3962,14.1,-19.38,-10.92
65287.4162,13.92,-19.74,-11.04
65287.4362,14.1,-19.56,-10.8
65287.4562,14.46,-19.32,-10.5
65287.4772,14.46,-19.62,-10.38
65287.4972,14.7,-19.26,-10.26
65287.5172,14.4,-19.14,-10.26
65287.5372,14.04,-19.44,-10.08
65287.5572,14.04,-19.32,-10.14
65287.5772,14.04,-19.38,-10.26
65287.5972,14.22,-19.44,-10.44
65287.6172,14.1,-19.32,-10.74
65287.6372,13.74,-19.62,-10.74
65287.6572,13.74,-19.74,-10.74
65287.6772,13.44,-19.68,-10.86
65287.6972,13.14,-19.56,-11.28
65287.7171,13.14,-19.2,-11.1
65287.7372,12.96,-19.26,-11.4
65287.7572,13.08,-19.26,-11.4
65287.7772,13.32,-19.14,-11.28
65287.7972,13.44,-18.96,-11.7
65287.8172,13.62,-19.14,-11.22
65287.8371,13.56,-19.32,-11.04
65287.8572,13.5,-19.14,-10.8
65287.8772,13.62,-19.32,-10.5
65287.8982,13.56,-19.14,-10.5
65287.9182,13.32,-19.14,-10.68
65287.9382,13.38,-19.32,-10.98
65287.9592,12.96,-19.56,-10.98
65287.9792,12.9,-19.74,-11.1
65287.9992,12.9,-20.28,-11.28
65288.0191,12.96,-20.58,-11.58
65288.0402,13.44,-20.46,-11.76
65288.0602,13.44,-20.58,-12.06
65288.0802,14.04,-20.22,-12.12
65288.1002,14.1,-20.16,-11.82
65288.1202,14.4,-20.34,-11.52
65288.1402,14.4,-20.16,-11.46
65288.1602,14.1,-20.22,-11.28
65288.1802,14.1,-20.22,-11.4
65288.2002,13.8,-19.62,-11.16
65288.2202,14.04,-19.44,-11.16
65288.2402,14.04,-19.26,-11.34
65288.2612,13.86,-19.44,-11.04
65288.2812,13.38,-19.8,-11.58
65288.3012,13.38,-20.34,-11.58
65288.3222,13.32,-20.52,-11.34
65288.3422,13.32,-20.52,-11.52
65288.3622,13.8,-20.64,-11.16
65288.3822,13.74,-20.58,-11.22
65288.4022,13.74,-21,-11.52
65288.4222,13.68,-21.36,-11.16
65288.4422,13.38,-21.48,-11.1
65288.4622,13.38,-21.24,-10.74
65288.4822,13.5,-20.64,-10.26
65288.5022,13.62,-20.64,-10.2
65288.5221,13.44,-20.64,-10.08
65288.5422,13.38,-20.76,-10.26
65288.5622,13.14,-21.36,-10.14
65288.5822,13.02,-21.54,-10.44
65288.6022,13.14,-21.78,-10.8
65288.6222,13.08,-21.96,-10.56
65288.6422,13.14,-21.72,-10.98
65288.6622,12.96,-21.18,-10.8
65288.6822,12.9,-21.06,-10.56
65288.7022,12.66,-20.82,-10.86
65288.7221,12.6,-20.58,-11.16
65288.7422,12.78,-20.28,-11.28
65288.7622,12.9,-20.04,-10.98
65288.7822,12.9,-19.68,-10.8
65288.8022,13.02,-19.56,-10.26
65288.8232,13.38,-19.38,-10.26
65288.8432,13.8,-18.96,-10.56
65288.8642,14.28,-18.84,-10.62
65288.8852,14.16,-18.48,-11.1
65288.9052,13.92,-18.42,-11.7
65288.9262,14.16,-18.66,-12.12
65288.9462,14.04,-18.72,-12.84
65288.9662,14.94,-18.48,-13.26
65288.9862,15.18,-18.42,-13.32
65289.0062,15.18,-17.7,-13.74
65289.0262,15.3,-17.34,-14.52
65289.0462,15.18,-17.16,-15.42
65289.0662,15.3,-16.8,-16.26
65289.0862,15.36,-16.5,-17.94
65289.1062,15.42,-15.96,-18.96
65289.1262,14.7,-15.54,-19.98
65289.1462,13.92,-15.12,-21.12
65289.1662,13.14,-14.7,-21.78
65289.1862,12.12,-14.34,-22.26
65289.2062,11.58,-13.68,-22.86
65289.2262,11.28,-12.72,-23.58
65289.2462,10.68,-11.94,-24.48
65289.2662,10.2,-11.28,-25.44
65289.2862,9.24,-10.5,-26.16
65289.3062,8.28,-10.08,-26.82
65289.3272,7.2,-9.84,-27.24
65289.3472,6.12,-9.12,-27.48
65289.3672,5.1,-8.82,-27.96
65289.3872,3.96,-8.4,-28.26
65289.4072,2.82,-7.92,-28.14
65289.4272,1.74,-7.62,-28.08
65289.4471,0.72,-7.26,-27.78
65289.4672,-0.72,-7.14,-27.42
65289.4872,-1.98,-6.36,-27.54
65289.5071,-3,-6.18,-27.6
65289.5272,-3.6,-6.12,-27.78
65289.5472,-4.14,-6.3,-27.9
65289.5672,-4.86,-6.6,-27.66
65289.5872,-5.76,-6.96,-27.84
65289.6072,-6.9,-7.08,-26.94
65289.6272,-7.98,-7.02,-26.64
65289.6472,-8.58,-7.32,-26.28
65289.6682,-9.36,-7.62,-25.44
65289.6882,-10.26,-7.98,-25.44
65289.7082,-10.62,-7.92,-24.84
65289.7282,-11.58,-8.16,-23.76
65289.7482,-12.12,-8.28,-23.52
65289.7682,-12.72,-8.7,-23.1
65289.7882,-13.38,-9.48,-22.68
65289.8082,-13.26,-9.96,-22.98
65289.8282,-13.8,-10.02,-22.56
65289.8482,-13.56,-10.02,-22.2
65289.8682,-13.38,-9.66,-22.08
65289.8882,-13.92,-9.54,-21.9
65289.9082,-13.86,-9.72,-21.9
65289.9282,-14.22,-9.54,-22.08
65289.9482,-14.58,-9.72,-22.38
65289.9682,-14.7,-9.72,-22.26
65289.9882,-14.94,-9.6,-21.72
65290.0082,-15.36,-9.9,-21.06
65290.0282,-15.36,-9.9,-20.7
65290.0482,-15.3,-9.3,-20.28
65290.0682,-14.88,-9.12,-20.16
65290.0882,-15.06,-8.94,-20.16
65290.1082,-15.54,-8.94,-20.16
65290.1282,-16.14,-9.12,-20.58
65290.1492,-16.86,-9,-20.58
65290.1692,-16.62,-8.7,-20.52
65290.1892,-16.86,-8.4,-20.46
65290.21,-16.68,-8.4,-20.4
65290.2302,-16.8,-8.34,-20.76
65290.2502,-17.04,-8.04,-21.3
65290.2701,-16.92,-7.62,-21.18
65290.2912,-16.98,-7.56,-21.06
65290.3112,-16.98,-7.44,-21
65290.3312,-16.92,-7.2,-21.12
65290.3512,-17.28,-7.2,-21.12
65290.3722,-17.7,-6.9,-21.6
65290.3922,-18.12,-6.42,-21.72
65290.4122,-18.72,-6.78,-21.36
65290.4332,-19.02,-6.84,-21.48
65290.453,-19.32,-6.48,-21.24
65290.4731,-19.5,-6.06,-21.3
65290.4932,-19.26,-5.58,-21.66
65290.5132,-18.9,-5.76,-21.72
65290.5332,-18.18,-5.94,-21.72
65290.5532,-17.7,-6.9,-21.6
65290.5732,-17.58,-7.44,-21.12
65290.5931,-17.76,-7.5,-21.06
65290.6142,-18.42,-8.1,-20.94
65290.6352,-18.6,-8.16,-20.76
65290.6552,-18.78,-8.76,-20.76
65290.6752,-18.48,-8.94,-20.82
65290.695,-18.54,-9.66,-20.7
65290.7162,-18.78,-10.2,-20.1
65290.7362,-18.6,-10.32,-19.98
65290.757,-18.9,-10.86,-19.8
65290.7772,-18.9,-10.56,-19.68
65290.797,-19.02,-10.8,-19.92
65290.8172,-18.78,-11.1,-19.86
65290.8372,-18.66,-11.58,-19.68
65290.8572,-18.18,-12.48,-19.62
65290.8772,-17.82,-12.9,-19.5
65290.8972,-18.12,-13.14,-19.44
65290.9172,-18.12,-13.68,-19.38
65290.9372,-18.48,-13.74,-19.2
65290.9572,-18.48,-13.74,-19.44
65290.9772,-18.24,-14.22,-19.32
65290.9972,-17.58,-13.92,-19.2
65291.0172,-17.22,-14.16,-19.14
65291.0372,-17.04,-14.16,-18.96
65291.0582,-16.92,-14.22,-19.32
65291.0792,-17.16,-14.52,-19.8
65291.099,-16.74,-14.4,-20.16
65291.1192,-16.38,-14.82,-20.58
65291.1392,-16.08,-14.64,-20.64
65291.1592,-16.26,-14.7,-20.4
65291.1792,-16.08,-15.12,-20.1
65291.1992,-15.84,-15.12,-19.62
65291.2192,-15.6,-15.6,-19.2
65291.2392,-15.18,-15.54,-19.02
65291.2602,-15.36,-15.3,-19.68
65291.2802,-15.48,-15.24,-19.8
65291.3002,-15.12,-15.06,-20.34
65291.3202,-15,-15.36,-20.94
65291.3402,-15.18,-15.78,-20.64
65291.3612,-15.48,-15.84,-20.7
65291.3812,-15.9,-16.02,-20.58
65291.4012,-16.02,-15.78,-20.28
65291.4212,-15.96,-15.72,-20.7
65291.4411,-15.72,-15.66,-21.12
65291.4612,-16.02,-15.66,-21
65291.4811,-16.26,-15.54,-21.06
65291.5012,-16.08,-15.66,-20.82
65291.5212,-16.08,-15.54,-20.64
65291.541,-15.84,-15.54,-20.52
65291.5612,-15.78,-15.96,-20.58
65291.5822,-16.02,-15.78,-20.46
65291.6022,-16.08,-16.2,-20.58
65291.6232,-16.08,-16.08,-21.12
65291.6432,-15.9,-16.44,-20.94
65291.6632,-16.08,-16.5,-20.88
65291.6832,-15.96,-16.62,-21.06
65291.7032,-16.2,-16.62,-20.88
65291.7231,-16.5,-16.38,-21.24
65291.743,-16.5,-16.38,-21.3
65291.7642,-16.8,-16.26,-21.42
65291.7842,-16.56,-16.5,-21.36
65291.8042,-16.44,-16.62,-21.3
65291.8242,-16.38,-17.16,-21.42
65291.8442,-16.32,-17.4,-21.3
65291.8652,-16.8,-17.4,-21.36
65291.8852,-16.8,-17.1,-21.42
65291.9052,-16.8,-16.74,-21.06
65291.9252,-17.16,-16.74,-20.58
65291.9462,-17.1,-17.1,-20.64
65291.9662,-17.16,-17.1,-20.28
65291.9862,-17.04,-17.28,-20.76
65292.0062,-16.8,-17.46,-21
65292.0262,-17.1,-17.4,-20.88
65292.0462,-16.74,-17.76,-21.18
65292.0662,-16.44,-18.06,-21.18
65292.0862,-16.38,-17.64,-21.48
65292.1062,-15.48,-17.76,-21.48
65292.1262,-15.72,-17.52,-21.42
65292.1462,-16.02,-17.28,-21.42
65292.1662,-15.66,-17.52,-21.66
65292.1862,-15.9,-17.46,-21.78
65292.2062,-15.9,-17.7,-21.96
65292.2262,-16.02,-17.7,-21.96
65292.2462,-16.14,-17.58,-21.9
65292.2662,-16.2,-17.46,-21.84
65292.2862,-16.2,-17.28,-21.78
65292.3062,-15.84,-17.46,-21.54
65292.3262,-15.9,-17.64,-21.6
65292.3462,-15.54,-17.94,-21.96
65292.3662,-15.6,-18.24,-22.2
65292.3862,-15.72,-18.42,-22.38
65292.4062,-15.54,-18.6,-21.96
65292.4272,-15.6,-18.36,-21.42
65292.4472,-15.3,-18,-21.6
65292.4671,-15.18,-17.88,-22.02
